SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName,Season
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100304,2022-05-23T00:00:00,MIA @ BOS,L,11.401666666666667,3,4,0.75,1,1,1.0,0,0,0.0,0,1,1,0,2,0,0,0,4,1,7,-1,6.2,0,0,9.0,1,11,11,11,8,1,6,3,1,2,1,7,7,7,9,9,12,4,1,2,4,1,12,3,1,8,8,1,1,6,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100303,2022-05-21T00:00:00,MIA @ BOS,W,3.45,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,3,0,0,-7,2.4,0,0,2.0,1,1,1,1,13,12,13,12,2,10,2,7,7,7,9,5,8,4,7,2,4,1,8,10,12,11,12,1,1,12,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100302,2022-05-19T00:00:00,MIA vs. BOS,L,12.983333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,2,0,2,-27,5.9,0,0,5.0,1,11,11,11,4,8,10,1,2,10,2,7,7,7,9,5,8,2,7,2,4,1,3,10,10,14,9,1,1,10,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100301,2022-05-17T00:00:00,MIA vs. BOS,W,10.516666666666667,2,5,0.4,0,1,0.0,2,2,1.0,2,2,4,0,0,0,1,1,2,1,6,16,13.8,0,0,12.0,1,1,1,1,10,4,2,8,2,2,2,2,2,1,2,5,4,4,7,2,1,12,3,3,4,1,4,1,1,4,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100206,2022-05-12T00:00:00,MIA @ PHI,W,12.391666666666667,2,4,0.5,0,1,0.0,0,0,0.0,2,1,3,0,0,0,0,0,1,1,4,-7,7.6,0,0,7.0,1,1,1,1,5,4,6,5,2,2,2,7,7,7,2,9,6,4,7,2,4,1,2,3,7,11,7,1,1,8,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100205,2022-05-10T00:00:00,MIA vs. PHI,W,12.271666666666667,1,5,0.2,0,1,0.0,0,0,0.0,2,2,4,0,1,0,0,0,3,0,2,7,5.8,0,0,6.0,1,1,1,1,7,8,2,11,2,2,2,7,7,7,2,5,4,4,2,2,4,1,8,10,10,2,10,1,1,9,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100203,2022-05-06T00:00:00,MIA @ PHI,L,12.321666666666667,1,4,0.25,0,1,0.0,2,2,1.0,0,3,3,1,0,0,0,0,3,2,4,7,9.1,0,0,8.0,1,11,11,11,6,8,6,10,2,2,2,2,2,1,9,3,6,2,7,2,4,1,8,2,7,2,6,1,1,7,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100202,2022-05-04T00:00:00,MIA vs. PHI,W,10.56,2,5,0.4,0,2,0.0,3,4,0.75,1,4,5,0,1,0,1,0,0,3,7,6,15.0,0,0,14.0,1,1,1,1,9,4,2,8,2,1,2,1,1,5,7,2,2,4,2,2,1,1,1,1,1,5,3,1,1,3,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100201,2022-05-02T00:00:00,MIA vs. PHI,W,4.223333333333334,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,5,0,0,-1,0.0,0,0,0.0,1,1,1,1,11,12,10,12,2,10,2,7,7,7,9,12,13,4,7,2,4,12,14,10,12,8,14,1,1,14,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100105,2022-04-26T00:00:00,MIA vs. ATL,W,2.35,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,0,0,2,0,0,-2,1.4,0,0,2.0,1,1,1,1,14,12,13,12,2,10,2,7,7,7,7,9,8,4,2,2,4,1,3,10,12,10,13,1,1,12,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100104,2022-04-24T00:00:00,MIA @ ATL,W,3.575,1,1,1.0,0,0,0.0,1,1,1.0,0,0,0,0,0,0,0,0,2,1,3,1,3.0,0,0,3.0,1,1,1,1,12,8,10,1,2,10,2,4,5,1,9,12,13,4,7,2,4,1,3,3,9,7,11,1,1,11,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100103,2022-04-22T00:00:00,MIA @ ATL,L,13.016666666666667,3,6,0.5,0,1,0.0,1,2,0.5,2,0,2,0,0,0,1,1,2,1,7,-12,12.4,0,0,11.0,1,11,11,11,3,1,1,5,2,2,2,4,2,6,2,12,8,4,7,2,1,12,3,3,1,13,5,1,1,5,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100102,2022-04-19T00:00:00,MIA vs. ATL,W,13.261666666666667,3,5,0.6,0,1,0.0,0,0,0.0,3,6,9,0,1,0,0,0,4,1,6,7,15.8,0,0,15.0,1,1,1,1,2,1,2,4,2,2,2,7,7,7,1,1,1,4,2,2,4,1,12,3,4,2,2,1,1,1,1,203473,Dewayne Dedmon,2021-22
2021-22,203473,Dewayne Dedmon,Dewayne,1610612748,MIA,Miami Heat,0042100101,2022-04-17T00:00:00,MIA vs. ATL,W,15.183333333333334,2,4,0.5,0,1,0.0,1,1,1.0,2,3,5,3,1,1,0,0,3,1,5,3,17.5,0,0,15.0,1,1,1,1,1,4,6,5,2,2,2,4,5,1,2,3,2,1,2,1,4,1,8,3,6,6,1,1,1,1,1,203473,Dewayne Dedmon,2021-22
2021-22,203476,Gorgui Dieng,Gorgui,1610612737,ATL,Atlanta Hawks,0042100104,2022-04-24T00:00:00,ATL vs. MIA,L,4.266666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,1,0,0,2.4,0,0,2.0,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,203476,Gorgui Dieng,2021-22
2021-22,203476,Gorgui Dieng,Gorgui,1610612737,ATL,Atlanta Hawks,0042100101,2022-04-17T00:00:00,ATL @ MIA,L,6.133333333333334,1,1,1.0,0,0,0.0,1,1,1.0,1,0,1,0,0,0,0,0,0,1,3,3,4.2,0,0,4.0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,203476,Gorgui Dieng,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100315,2022-05-26T00:00:00,DAL @ GSW,L,32.11666666666667,7,12,0.583,5,7,0.714,7,9,0.778,0,0,0,4,1,0,2,0,4,5,26,-2,37.0,0,0,39.0,1,10,10,10,4,2,6,3,1,2,1,3,2,10,7,16,18,5,9,11,1,1,13,2,2,12,4,1,1,2,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100314,2022-05-24T00:00:00,DAL vs. GSW,W,27.633333333333333,2,7,0.286,2,5,0.4,4,4,1.0,0,3,3,8,3,1,0,1,2,2,10,8,25.6,0,0,25.0,1,1,1,1,10,14,14,14,7,9,8,5,6,1,7,3,7,1,3,5,6,10,7,8,11,3,7,1,1,9,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100313,2022-05-22T00:00:00,DAL vs. GSW,L,31.75,7,13,0.538,4,10,0.4,8,8,1.0,0,2,2,1,1,0,0,0,1,4,26,2,28.9,0,0,33.0,1,10,10,10,5,2,5,5,4,1,8,2,3,1,7,10,10,16,9,11,6,1,3,5,2,6,6,1,1,5,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100312,2022-05-20T00:00:00,DAL @ GSW,L,22.116666666666667,2,6,0.333,0,2,0.0,0,0,0.0,0,1,1,4,4,2,1,0,2,1,4,-8,16.2,0,0,15.0,1,10,10,10,15,14,17,10,15,16,15,14,14,14,7,11,12,5,1,2,2,1,7,12,16,16,14,1,1,16,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100311,2022-05-18T00:00:00,DAL @ GSW,L,23.583333333333332,5,11,0.455,3,7,0.429,4,5,0.8,0,1,1,2,1,0,0,1,0,5,17,-21,20.2,0,0,23.0,1,10,10,10,14,8,8,6,6,2,7,5,5,9,7,11,12,12,9,11,6,10,1,2,7,18,13,1,1,10,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100227,2022-05-15T00:00:00,DAL @ PHX,W,25.4,11,15,0.733,5,7,0.714,3,3,1.0,0,3,3,2,0,1,1,0,0,4,30,29,42.6,0,0,44.0,1,1,1,1,11,1,3,1,1,2,1,8,9,1,7,3,7,12,15,5,2,1,1,5,1,1,1,1,1,1,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100226,2022-05-12T00:00:00,DAL vs. PHX,W,20.583333333333332,5,7,0.714,5,7,0.714,0,0,0.0,0,1,1,3,2,1,0,0,1,0,15,2,21.7,0,0,26.0,1,1,1,1,16,8,14,2,1,2,1,14,14,14,7,11,12,10,6,5,6,1,3,17,9,6,10,1,1,8,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100225,2022-05-10T00:00:00,DAL @ PHX,L,15.6,0,3,0.0,0,2,0.0,2,2,1.0,0,1,1,1,3,0,0,0,2,1,2,-6,1.7,0,0,4.0,1,10,10,10,18,18,18,18,15,16,15,10,10,1,7,11,12,16,3,11,6,1,7,12,18,14,18,1,1,18,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100224,2022-05-08T00:00:00,DAL vs. PHX,W,19.266666666666666,3,10,0.3,2,4,0.5,2,2,1.0,1,3,4,4,0,0,0,1,1,2,10,-2,20.8,0,0,20.0,1,1,1,1,17,10,9,12,7,13,5,10,10,1,3,3,2,5,15,11,6,10,3,8,11,12,11,1,1,12,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100223,2022-05-06T00:00:00,DAL vs. PHX,W,24.1,2,7,0.286,0,2,0.0,0,0,0.0,0,4,4,4,0,1,1,0,2,1,4,-6,20.8,0,0,16.0,1,1,1,1,12,14,14,14,15,16,15,14,14,14,7,1,2,5,15,5,2,1,7,12,16,14,11,1,1,13,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100222,2022-05-04T00:00:00,DAL @ PHX,L,28.166666666666668,3,10,0.3,2,5,0.4,3,4,0.75,1,0,1,2,1,0,0,2,1,3,11,1,14.2,0,0,16.0,1,10,10,10,8,10,9,12,7,9,8,8,6,11,3,16,12,12,9,11,6,17,3,7,10,9,16,1,1,13,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100221,2022-05-02T00:00:00,DAL @ PHX,L,30.45,3,8,0.375,2,4,0.5,0,0,0.0,0,3,3,4,0,2,0,1,2,0,8,2,23.6,0,0,21.0,1,10,10,10,7,10,12,8,7,13,5,14,14,14,7,3,7,5,15,2,6,10,7,17,14,6,9,1,1,11,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100176,2022-04-28T00:00:00,DAL @ UTA,W,31.5,7,12,0.583,4,7,0.571,1,1,1.0,0,1,1,2,1,0,1,1,4,1,19,12,25.2,0,0,28.0,1,1,1,1,6,2,6,3,4,2,4,12,13,1,7,11,12,12,9,11,2,10,13,12,6,2,8,1,1,7,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100175,2022-04-25T00:00:00,DAL vs. UTA,W,27.92,3,8,0.375,2,5,0.4,1,2,0.5,1,3,4,1,1,0,0,0,2,1,9,1,14.3,0,0,16.0,1,1,1,1,9,10,12,8,7,9,8,12,10,13,3,3,2,16,9,11,6,1,7,12,13,9,15,1,1,13,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100174,2022-04-23T00:00:00,DAL @ UTA,L,23.833333333333332,2,9,0.222,1,5,0.2,0,0,0.0,2,0,2,3,2,1,0,1,4,2,5,-14,12.9,0,0,13.0,1,10,10,10,13,14,11,17,13,9,13,14,14,14,1,16,10,10,6,5,6,10,13,8,15,17,17,1,1,17,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100173,2022-04-21T00:00:00,DAL @ UTA,W,40.77333333333333,6,21,0.286,2,7,0.286,6,7,0.857,2,3,5,6,2,3,0,2,6,5,20,8,42.0,0,0,39.0,1,1,1,1,1,5,1,14,7,2,12,4,4,8,1,3,1,3,6,1,6,17,18,2,5,3,2,1,1,2,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100172,2022-04-18T00:00:00,DAL vs. UTA,W,39.55,6,18,0.333,1,6,0.167,4,4,1.0,1,3,4,6,3,2,0,0,4,2,17,6,33.8,0,0,32.0,1,1,1,1,2,5,2,10,13,8,14,5,6,1,3,3,2,3,3,2,6,1,13,8,7,5,5,1,1,6,1,203915,Spencer Dinwiddie,2021-22
2021-22,203915,Spencer Dinwiddie,Spencer,1610612742,DAL,Dallas Mavericks,0042100171,2022-04-16T00:00:00,DAL vs. UTA,L,36.391666666666666,6,15,0.4,0,4,0.0,10,16,0.625,0,4,4,8,4,1,0,1,4,9,22,0,37.8,0,0,36.0,1,10,10,10,3,5,3,7,15,13,15,1,1,12,7,1,2,1,1,5,6,10,13,1,4,11,3,1,1,4,1,203915,Spencer Dinwiddie,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100315,2022-05-26T00:00:00,DAL @ GSW,L,39.63333333333333,10,28,0.357,3,13,0.231,5,7,0.714,1,8,9,6,4,1,0,2,3,6,28,-12,46.8,0,0,48.0,1,8,8,8,4,10,2,14,8,1,14,9,9,10,3,11,10,9,6,10,7,12,5,9,10,10,14,11,1,14,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100314,2022-05-24T00:00:00,DAL vs. GSW,W,37.7,10,26,0.385,3,11,0.273,7,10,0.7,0,14,14,9,3,2,2,2,2,6,30,13,69.3,1,0,64.0,1,1,1,1,6,10,3,11,8,2,11,6,6,11,8,1,1,2,10,5,1,12,3,9,8,7,3,1,1,3,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100313,2022-05-22T00:00:00,DAL vs. GSW,L,40.38333333333333,11,23,0.478,4,9,0.444,14,17,0.824,0,11,11,3,3,1,2,0,3,10,40,-19,63.7,1,0,64.0,1,8,8,8,3,5,7,7,4,12,4,1,1,7,8,3,5,14,10,10,1,1,5,4,3,13,5,1,1,3,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100312,2022-05-20T00:00:00,DAL @ GSW,L,38.18333333333333,12,23,0.522,5,10,0.5,13,15,0.867,0,5,5,8,2,3,1,1,3,13,42,-12,70.0,0,0,68.0,1,8,8,8,5,3,7,4,2,5,2,2,2,5,8,14,14,4,13,2,4,4,5,1,2,10,1,11,1,2,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100311,2022-05-18T00:00:00,DAL @ GSW,L,34.88333333333333,6,18,0.333,3,10,0.3,5,8,0.625,0,7,7,4,7,1,0,1,1,7,20,-30,30.4,0,0,36.0,1,8,8,8,11,15,15,15,8,5,8,9,7,14,8,12,12,11,1,10,7,4,1,7,15,15,15,11,1,15,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100227,2022-05-15T00:00:00,DAL @ PHX,W,30.4,12,19,0.632,6,11,0.545,5,5,1.0,1,9,10,4,2,2,0,1,3,4,35,37,57.0,1,0,59.0,1,1,1,1,15,3,14,1,1,2,1,9,11,1,3,9,8,11,13,5,7,4,5,13,4,1,6,1,1,6,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100226,2022-05-12T00:00:00,DAL vs. PHX,W,35.28333333333333,11,26,0.423,2,8,0.25,9,14,0.643,1,10,11,8,1,4,0,1,4,11,33,15,69.2,1,0,62.0,1,1,1,1,9,5,3,10,12,13,12,4,3,13,3,4,5,4,15,1,7,4,12,2,6,4,4,1,1,5,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100225,2022-05-10T00:00:00,DAL @ PHX,L,35.1,10,23,0.435,2,8,0.25,6,7,0.857,1,10,11,2,4,3,0,1,3,7,28,-17,49.2,1,0,49.0,1,8,8,8,10,10,7,9,12,13,12,8,9,6,3,4,5,15,6,2,7,4,5,7,10,12,12,1,1,13,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100224,2022-05-08T00:00:00,DAL vs. PHX,W,36.88333333333333,9,25,0.36,1,10,0.1,7,8,0.875,0,7,7,11,4,3,0,2,4,11,26,14,55.9,1,0,51.0,1,1,1,1,7,13,5,13,15,5,15,6,7,4,8,12,12,1,6,2,7,12,12,2,12,6,8,1,1,12,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100223,2022-05-06T00:00:00,DAL vs. PHX,W,34.14,11,25,0.44,2,7,0.286,2,5,0.4,3,10,13,9,5,2,0,0,5,4,26,20,56.1,1,0,54.0,1,1,1,1,12,5,5,8,12,15,10,15,11,15,1,4,2,2,3,5,7,1,15,13,12,3,7,1,1,8,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100222,2022-05-04T00:00:00,DAL @ PHX,L,36.38333333333333,13,22,0.591,5,10,0.5,4,5,0.8,1,4,5,7,7,1,0,0,2,6,35,-28,47.5,0,0,54.0,1,8,8,8,8,2,10,2,2,5,2,12,11,8,3,15,14,8,1,10,7,1,3,9,4,14,13,11,1,8,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100221,2022-05-02T00:00:00,DAL @ PHX,L,44.38333333333333,15,30,0.5,4,11,0.364,11,14,0.786,2,10,12,8,5,0,1,2,1,9,45,-4,69.4,1,0,71.0,1,8,8,8,1,1,1,5,4,2,7,3,3,9,2,4,4,4,3,14,4,12,1,6,1,9,2,1,1,1,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100176,2022-04-28T00:00:00,DAL @ UTA,W,42.1,8,21,0.381,4,10,0.4,4,4,1.0,0,9,9,8,3,2,2,1,3,6,24,15,55.8,0,0,53.0,1,1,1,1,2,14,12,12,4,5,5,12,14,1,8,9,10,4,10,5,1,4,5,9,14,4,9,11,1,10,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100175,2022-04-25T00:00:00,DAL vs. UTA,W,32.766666666666666,11,22,0.5,3,10,0.3,8,12,0.667,0,13,13,5,5,0,1,1,4,10,33,32,54.1,1,0,56.0,1,1,1,1,14,5,10,5,8,5,8,5,5,12,8,2,2,10,3,14,4,4,12,4,6,2,10,1,1,7,1,1629029,Luka Doncic,2021-22
2021-22,1629029,Luka Doncic,Luka,1610612742,DAL,Dallas Mavericks,0042100174,2022-04-23T00:00:00,DAL @ UTA,L,33.733333333333334,11,21,0.524,4,10,0.4,4,4,1.0,0,10,10,4,4,2,0,1,3,4,30,7,50.0,1,0,52.0,1,8,8,8,13,5,12,3,4,5,5,12,14,1,8,4,8,11,6,5,7,4,5,13,8,8,11,1,1,11,1,1629029,Luka Doncic,2021-22
2021-22,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,Chicago Bulls,0042100125,2022-04-27T00:00:00,CHI @ MIL,L,22.483333333333334,3,11,0.273,1,4,0.25,1,1,1.0,1,2,3,1,0,0,0,0,1,1,8,-12,13.1,0,0,13.0,1,2,2,2,2,1,1,3,2,2,2,1,1,1,2,1,2,4,3,2,1,1,1,1,1,5,3,1,1,2,1,1630245,Ayo Dosunmu,2021-22
2021-22,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,Chicago Bulls,0042100124,2022-04-24T00:00:00,CHI vs. MIL,L,29.35,3,7,0.429,2,5,0.4,0,0,0.0,0,2,2,2,0,1,0,0,1,0,8,-7,16.4,0,0,16.0,1,2,2,2,1,1,2,1,1,1,1,2,2,2,4,1,3,2,3,1,1,1,1,2,1,3,1,1,1,1,1,1630245,Ayo Dosunmu,2021-22
2021-22,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,Chicago Bulls,0042100123,2022-04-22T00:00:00,CHI vs. MIL,L,17.8,2,6,0.333,0,3,0.0,0,0,0.0,2,2,4,5,2,0,0,0,1,0,4,-11,14.3,0,0,13.0,1,2,2,2,3,3,3,2,3,3,3,2,2,2,1,1,1,1,1,2,1,1,1,2,3,4,2,1,1,2,1,1630245,Ayo Dosunmu,2021-22
2021-22,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,Chicago Bulls,0042100122,2022-04-20T00:00:00,CHI @ MIL,W,7.316666666666666,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,1,0,0,1,3.9,0,0,3.0,1,1,1,1,5,4,4,4,3,5,3,2,2,2,4,1,3,4,3,2,1,1,1,2,4,1,5,1,1,5,1,1630245,Ayo Dosunmu,2021-22
2021-22,1630245,Ayo Dosunmu,Ayo,1610612741,CHI,Chicago Bulls,0042100121,2022-04-17T00:00:00,CHI @ MIL,L,8.733333333333333,0,1,0.0,0,1,0.0,0,0,0.0,1,1,2,2,1,0,0,0,1,0,0,1,4.4,0,0,4.0,1,2,2,2,4,4,4,4,3,4,3,2,2,2,2,5,3,2,2,2,1,1,1,2,4,1,4,1,1,4,1,1630245,Ayo Dosunmu,2021-22
2021-22,201609,Goran Dragic,Goran,1610612751,BKN,Brooklyn Nets,0042100114,2022-04-25T00:00:00,BKN vs. BOS,L,23.665,4,6,0.667,2,4,0.5,0,0,0.0,3,5,8,4,2,1,0,0,5,1,10,6,26.6,0,0,26.0,1,1,1,1,2,3,3,1,1,2,1,3,3,3,1,1,1,1,1,1,1,1,4,1,3,2,1,1,1,1,1,201609,Goran Dragic,2021-22
2021-22,201609,Goran Dragic,Goran,1610612751,BKN,Brooklyn Nets,0042100113,2022-04-23T00:00:00,BKN vs. BOS,L,8.883333333333333,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,2,0,0,0,1,0,0,-12,0.7,0,0,2.0,1,1,1,1,4,4,4,4,4,4,4,3,3,3,2,4,4,2,1,4,1,1,1,4,4,4,4,1,1,4,1,201609,Goran Dragic,2021-22
2021-22,201609,Goran Dragic,Goran,1610612751,BKN,Brooklyn Nets,0042100112,2022-04-20T00:00:00,BKN @ BOS,L,20.133333333333333,8,14,0.571,1,5,0.2,1,1,1.0,1,3,4,0,0,1,0,0,3,1,18,1,25.8,0,0,25.0,1,1,1,1,3,1,1,2,2,1,3,1,1,1,2,3,3,4,4,1,1,1,3,1,1,3,2,1,1,2,1,201609,Goran Dragic,2021-22
2021-22,201609,Goran Dragic,Goran,1610612751,BKN,Brooklyn Nets,0042100111,2022-04-17T00:00:00,BKN @ BOS,L,26.481666666666666,6,11,0.545,1,3,0.333,1,1,1.0,1,4,5,1,1,1,0,0,2,1,14,17,23.5,0,0,23.0,1,1,1,1,1,2,2,3,2,3,2,1,1,1,2,2,2,2,3,1,1,1,2,1,2,1,3,1,1,3,1,201609,Goran Dragic,2021-22
2021-22,203083,Andre Drummond,Andre,1610612751,BKN,Brooklyn Nets,0042100114,2022-04-25T00:00:00,BKN vs. BOS,L,3.6,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,0,-3,0.2,0,0,1.0,1,1,1,1,4,4,4,4,1,1,1,3,3,3,4,4,4,3,3,3,3,1,1,3,4,2,4,1,1,4,1,203083,Andre Drummond,2021-22
2021-22,203083,Andre Drummond,Andre,1610612751,BKN,Brooklyn Nets,0042100113,2022-04-23T00:00:00,BKN vs. BOS,L,15.5,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,1,1,0,0,1,3,0,2,-9,6.1,0,0,6.0,1,1,1,1,3,3,3,3,1,1,1,3,3,3,1,3,3,2,3,3,3,4,2,3,3,3,3,1,1,3,1,203083,Andre Drummond,2021-22
2021-22,203083,Andre Drummond,Andre,1610612751,BKN,Brooklyn Nets,0042100112,2022-04-20T00:00:00,BKN @ BOS,L,23.5,2,4,0.5,0,0,0.0,1,3,0.333,1,3,4,2,2,3,2,0,4,4,5,0,25.8,0,0,21.0,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,203083,Andre Drummond,2021-22
