SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName,Season
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0042200201,2023-04-30T00:00:00,MIA @ NYK,W,37.233333333333334,7,13,0.538,0,0,0.0,2,2,1.0,3,5,8,2,2,0,0,1,1,2,16,3,26.6,0,0,26.0,1,1,1,1,14,12,16,9,1,4,1,16,19,1,8,18,15,14,14,15,15,12,2,20,15,12,20,12,2,20,1,1628389,Bam Adebayo,2022-23
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0042200105,2023-04-26T00:00:00,MIA @ MIL,W,39.58833333333333,8,20,0.4,0,1,0.0,4,5,0.8,5,5,10,10,3,2,1,0,6,4,20,17,53.0,1,1,46.0,1,1,1,1,8,8,3,18,1,1,1,7,5,12,3,18,10,1,7,1,2,1,23,13,8,5,2,1,1,2,1,1628389,Bam Adebayo,2022-23
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0042200104,2023-04-24T00:00:00,MIA vs. MIL,W,30.415,6,16,0.375,0,0,0.0,3,3,1.0,2,6,8,2,3,1,1,2,3,4,15,-1,30.6,0,0,29.0,1,1,1,1,20,17,10,21,1,4,1,12,17,1,11,12,15,14,7,6,2,17,9,13,17,13,19,12,2,19,1,1628389,Bam Adebayo,2022-23
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0042200103,2023-04-22T00:00:00,MIA vs. MIL,W,30.128333333333334,4,10,0.4,0,0,0.0,4,4,1.0,2,9,11,5,3,2,1,0,4,5,12,23,38.7,1,0,34.0,1,1,1,1,21,19,19,18,1,4,1,7,10,1,11,4,8,6,7,1,2,1,14,11,20,2,10,1,2,12,1,1628389,Bam Adebayo,2022-23
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0042200102,2023-04-19T00:00:00,MIA @ MIL,L,24.9,9,16,0.563,0,0,0.0,0,1,0.0,1,4,5,1,3,1,0,1,1,1,18,-20,25.5,0,0,26.0,1,14,14,14,23,4,10,7,1,4,1,21,21,21,18,20,21,19,7,6,15,12,2,22,12,21,21,12,2,20,1,1628389,Bam Adebayo,2022-23
2022-23,1628389,Bam Adebayo,Bam,1610612748,MIA,Miami Heat,0042200101,2023-04-16T00:00:00,MIA @ MIL,W,32.70333333333333,10,18,0.556,0,0,0.0,2,3,0.667,1,8,9,7,5,2,0,0,4,4,22,4,44.3,0,0,42.0,1,1,1,1,18,2,7,8,1,4,1,16,17,17,18,9,12,3,3,1,15,1,14,13,4,11,5,12,2,5,1,1628389,Bam Adebayo,2022-23
2022-23,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,0042200156,2023-04-28T00:00:00,MEM @ LAL,L,29.366666666666667,6,10,0.6,2,3,0.667,2,2,1.0,2,3,5,0,1,0,0,1,0,2,16,-24,21.0,0,0,23.0,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,3,3,4,1,3,1,6,1,1,1,6,1,1,1,1,1,1630583,Santi Aldama,2022-23
2022-23,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,0042200155,2023-04-26T00:00:00,MEM vs. LAL,W,13.883333333333333,3,5,0.6,1,2,0.5,0,0,0.0,2,3,5,3,0,1,0,0,1,0,7,17,20.5,0,0,18.0,1,1,1,1,4,2,4,1,4,4,3,2,2,2,1,3,3,1,3,2,1,1,4,4,3,1,2,1,1,2,1,1630583,Santi Aldama,2022-23
2022-23,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,0042200154,2023-04-24T00:00:00,MEM @ LAL,L,7.416666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,0,0,2,0,0,1,1,2,0,9.2,0,0,7.0,1,3,3,3,6,5,6,3,5,6,5,2,2,2,5,5,6,4,3,1,1,1,4,3,5,3,5,1,1,6,1,1630583,Santi Aldama,2022-23
2022-23,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,0042200153,2023-04-22T00:00:00,MEM @ LAL,L,11.283333333333333,2,7,0.286,2,4,0.5,0,0,0.0,1,1,2,0,1,0,0,0,3,2,6,-13,7.4,0,0,10.0,1,3,3,3,5,4,2,5,1,1,3,2,2,2,4,5,5,4,1,3,1,1,6,1,4,4,6,1,1,4,1,1630583,Santi Aldama,2022-23
2022-23,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,0042200152,2023-04-19T00:00:00,MEM vs. LAL,W,14.393333333333333,0,3,0.0,0,2,0.0,0,0,0.0,0,7,7,2,0,0,0,0,0,0,0,5,11.4,0,0,9.0,1,1,1,1,3,6,5,6,5,4,5,2,2,2,5,1,1,2,3,3,1,1,1,4,6,2,4,1,1,5,1,1630583,Santi Aldama,2022-23
2022-23,1630583,Santi Aldama,Santi,1610612763,MEM,Memphis Grizzlies,0042200151,2023-04-16T00:00:00,MEM vs. LAL,L,24.333333333333332,3,6,0.5,2,3,0.667,0,0,0.0,2,4,6,2,0,0,0,0,0,0,8,-23,18.2,0,0,18.0,1,3,3,3,2,2,3,3,1,2,1,2,2,2,1,2,2,2,3,3,1,1,1,4,2,5,3,1,1,2,1,1630583,Santi Aldama,2022-23
2022-23,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0042200145,2023-04-25T00:00:00,MIN @ DEN,L,38.166666666666664,5,11,0.455,3,9,0.333,1,1,1.0,0,1,1,3,0,1,0,0,3,2,14,10,22.7,0,0,23.0,1,2,2,2,1,1,1,2,1,1,4,1,2,1,2,4,4,1,3,1,2,1,5,1,1,1,1,1,1,1,1,1629638,Nickeil Alexander-Walker,2022-23
2022-23,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0042200144,2023-04-23T00:00:00,MIN vs. DEN,W,37.95,3,7,0.429,2,5,0.4,0,0,0.0,1,3,4,1,2,1,0,0,1,2,8,4,15.3,0,0,17.0,1,1,1,1,2,2,2,3,2,2,3,3,3,3,1,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,1,1629638,Nickeil Alexander-Walker,2022-23
2022-23,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0042200143,2023-04-21T00:00:00,MIN vs. DEN,L,21.55666666666667,3,5,0.6,2,2,1.0,0,0,0.0,0,2,2,1,0,0,0,0,2,0,8,0,11.9,0,0,13.0,1,2,2,2,5,2,5,1,2,5,1,3,3,3,2,2,2,3,3,4,2,1,3,5,2,3,3,1,1,3,1,1629638,Nickeil Alexander-Walker,2022-23
2022-23,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0042200142,2023-04-19T00:00:00,MIN @ DEN,L,26.633333333333333,2,6,0.333,1,5,0.2,0,0,0.0,0,2,2,2,2,1,0,0,2,2,5,-5,11.4,0,0,12.0,1,2,2,2,3,4,3,4,5,2,5,3,3,3,2,2,2,2,1,1,2,1,3,1,5,4,4,1,1,4,1,1629638,Nickeil Alexander-Walker,2022-23
2022-23,1629638,Nickeil Alexander-Walker,Nickeil,1610612750,MIN,Minnesota Timberwolves,0042200141,2023-04-16T00:00:00,MIN @ DEN,L,23.5,2,6,0.333,2,4,0.5,1,2,0.5,0,1,1,0,0,0,1,0,1,2,7,-6,11.2,0,0,12.0,1,2,2,2,4,4,3,4,2,4,2,1,1,2,2,4,4,5,3,4,1,1,1,1,4,5,5,1,1,4,1,1629638,Nickeil Alexander-Walker,2022-23
2022-23,1628960,Grayson Allen,Grayson,1610612749,MIL,Milwaukee Bucks,0042200105,2023-04-26T00:00:00,MIL vs. MIA,L,26.381666666666668,2,7,0.286,2,5,0.4,2,2,1.0,0,4,4,3,0,0,0,2,3,1,8,6,17.3,0,0,17.0,1,2,2,2,5,4,3,5,3,3,4,1,2,1,2,1,1,1,4,2,1,5,5,4,4,1,3,1,1,4,1,1628960,Grayson Allen,2022-23
2022-23,1628960,Grayson Allen,Grayson,1610612749,MIL,Milwaukee Bucks,0042200104,2023-04-24T00:00:00,MIL @ MIA,L,33.31333333333333,2,6,0.333,2,5,0.4,2,2,1.0,0,0,0,0,0,2,0,0,1,3,8,2,14.0,0,0,14.0,1,2,2,2,1,4,5,4,3,3,4,1,2,1,2,5,5,5,4,1,1,1,2,2,4,3,5,1,1,5,1,1628960,Grayson Allen,2022-23
2022-23,1628960,Grayson Allen,Grayson,1610612749,MIL,Milwaukee Bucks,0042200103,2023-04-22T00:00:00,MIL @ MIA,L,27.116666666666667,5,10,0.5,4,7,0.571,0,0,0.0,1,3,4,2,1,0,0,1,1,1,14,-9,20.8,0,0,24.0,1,2,2,2,4,1,2,2,1,2,1,4,4,4,1,2,1,3,2,2,1,4,2,4,2,5,1,1,1,1,1,1628960,Grayson Allen,2022-23
2022-23,1628960,Grayson Allen,Grayson,1610612749,MIL,Milwaukee Bucks,0042200102,2023-04-19T00:00:00,MIL vs. MIA,W,31.085,5,11,0.455,4,8,0.5,2,3,0.667,0,2,2,1,1,0,0,0,0,4,16,3,18.9,0,0,23.0,1,1,1,1,3,1,1,3,1,1,2,1,1,3,2,3,3,4,2,2,1,1,1,1,1,2,2,1,1,2,1,1628960,Grayson Allen,2022-23
2022-23,1628960,Grayson Allen,Grayson,1610612749,MIL,Milwaukee Bucks,0042200101,2023-04-16T00:00:00,MIL vs. MIA,L,31.421666666666667,5,7,0.714,2,4,0.5,0,0,0.0,0,2,2,3,2,0,0,0,2,2,12,-5,16.9,0,0,19.0,1,2,2,2,2,1,3,1,3,5,2,4,4,4,2,3,3,1,1,2,1,1,4,3,3,4,4,1,1,3,1,1628960,Grayson Allen,2022-23
2022-23,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,0042200135,2023-04-26T00:00:00,CLE vs. NYK,L,35.93333333333333,2,6,0.333,0,0,0.0,0,0,0.0,2,2,4,4,0,0,0,1,4,0,4,-9,14.8,0,0,12.0,1,2,2,2,4,5,4,5,1,1,1,3,4,3,4,4,4,1,4,3,3,3,5,5,5,3,5,2,1,5,1,1628386,Jarrett Allen,2022-23
2022-23,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,0042200134,2023-04-23T00:00:00,CLE @ NYK,L,40.013333333333335,7,11,0.636,0,0,0.0,0,0,0.0,1,3,4,0,1,1,0,3,1,1,14,-11,20.8,0,0,20.0,1,2,2,2,2,1,1,3,1,1,1,3,4,3,5,3,4,5,1,2,3,5,2,4,1,4,3,2,1,3,1,1628386,Jarrett Allen,2022-23
2022-23,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,0042200133,2023-04-21T00:00:00,CLE @ NYK,L,36.888333333333335,3,3,1.0,0,0,0.0,0,2,0.0,3,2,5,1,0,0,2,0,0,2,6,-26,19.5,0,0,16.0,1,2,2,2,3,4,5,1,1,1,1,3,1,3,2,4,3,4,4,3,2,1,1,1,4,5,4,2,1,4,1,1628386,Jarrett Allen,2022-23
2022-23,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,0042200132,2023-04-18T00:00:00,CLE vs. NYK,W,34.83,4,8,0.5,0,0,0.0,1,2,0.5,6,4,10,3,1,3,3,1,2,2,9,16,42.5,0,0,34.0,1,1,1,1,5,3,2,4,1,1,1,2,1,2,1,2,2,3,1,1,1,3,3,1,3,1,1,2,1,1,1,1628386,Jarrett Allen,2022-23
2022-23,1628386,Jarrett Allen,Jarrett,1610612739,CLE,Cleveland Cavaliers,0042200131,2023-04-15T00:00:00,CLE vs. NYK,L,42.85,6,8,0.75,0,0,0.0,2,2,1.0,3,11,14,4,1,0,0,0,3,2,14,2,35.8,1,0,32.0,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,3,3,1,4,1,1,2,2,1,1,2,1,1628386,Jarrett Allen,2022-23
2022-23,203937,Kyle Anderson,Kyle,1610612750,MIN,Minnesota Timberwolves,0042200144,2023-04-23T00:00:00,MIN vs. DEN,W,22.12,5,7,0.714,1,2,0.5,0,0,0.0,0,6,6,5,2,2,1,0,3,0,11,8,32.7,0,0,29.0,1,1,1,1,4,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,203937,Kyle Anderson,2022-23
2022-23,203937,Kyle Anderson,Kyle,1610612750,MIN,Minnesota Timberwolves,0042200143,2023-04-21T00:00:00,MIN vs. DEN,L,28.7,1,7,0.143,0,1,0.0,0,0,0.0,0,2,2,6,2,2,0,1,5,0,2,-10,17.4,0,0,14.0,1,2,2,2,1,4,2,4,3,3,3,2,2,2,2,3,3,1,1,1,3,3,4,3,4,3,4,1,1,4,1,203937,Kyle Anderson,2022-23
2022-23,203937,Kyle Anderson,Kyle,1610612750,MIN,Minnesota Timberwolves,0042200142,2023-04-19T00:00:00,MIN @ DEN,L,26.75,4,5,0.8,0,0,0.0,2,2,1.0,3,4,7,4,2,1,0,0,4,1,10,-9,25.4,0,0,23.0,1,2,2,2,2,3,4,1,3,4,3,1,1,1,1,2,1,3,1,4,3,1,3,1,3,2,3,1,1,2,1,203937,Kyle Anderson,2022-23
2022-23,203937,Kyle Anderson,Kyle,1610612750,MIN,Minnesota Timberwolves,0042200141,2023-04-16T00:00:00,MIN @ DEN,L,25.95,5,11,0.455,1,3,0.333,0,0,0.0,0,1,1,3,0,2,1,1,1,1,11,-15,25.7,0,0,22.0,1,2,2,2,3,1,1,3,1,1,2,2,2,2,2,4,4,4,4,1,1,3,1,1,1,4,2,1,1,3,1,203937,Kyle Anderson,2022-23
2022-23,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,0042200105,2023-04-26T00:00:00,MIL vs. MIA,L,42.15833333333333,14,27,0.519,0,2,0.0,10,23,0.435,4,16,20,3,7,0,0,1,4,14,38,-8,59.5,1,0,61.0,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,2,2,2,3,1,1,2,2,1,2,1,1,203507,Giannis Antetokounmpo,2022-23
2022-23,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,0042200104,2023-04-24T00:00:00,MIL @ MIA,L,38.45,12,22,0.545,0,1,0.0,2,4,0.5,3,7,10,13,6,1,2,1,3,6,26,1,60.5,1,1,55.0,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,203507,Giannis Antetokounmpo,2022-23
2022-23,203507,Giannis Antetokounmpo,Giannis,1610612749,MIL,Milwaukee Bucks,0042200101,2023-04-16T00:00:00,MIL vs. MIA,L,10.833333333333334,2,4,0.5,0,0,0.0,2,4,0.5,1,2,3,0,1,0,0,0,2,2,6,-9,8.6,0,0,9.0,1,1,1,1,3,3,3,3,1,3,1,2,2,1,3,3,3,3,3,2,2,1,1,3,3,3,3,3,2,3,1,203507,Giannis Antetokounmpo,2022-23
2022-23,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,0042200103,2023-04-22T00:00:00,MIL @ MIA,L,3.933333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,0,0.0,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,203648,Thanasis Antetokounmpo,2022-23
2022-23,203648,Thanasis Antetokounmpo,Thanasis,1610612749,MIL,Milwaukee Bucks,0042200102,2023-04-19T00:00:00,MIL vs. MIA,W,1.2666666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,0,0,0.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,203648,Thanasis Antetokounmpo,2022-23
2022-23,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042200225,2023-05-09T00:00:00,PHX @ DEN,L,31.733333333333334,7,12,0.583,0,0,0.0,0,0,0.0,4,5,9,1,1,2,1,1,3,0,14,-21,34.3,0,0,30.0,1,7,7,7,6,3,4,4,1,1,1,6,7,6,2,7,5,3,5,1,2,5,3,8,4,9,3,5,1,3,1,1629028,Deandre Ayton,2022-23
2022-23,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042200224,2023-05-07T00:00:00,PHX vs. DEN,W,27.1,3,6,0.5,0,0,0.0,2,4,0.5,4,4,8,0,0,1,1,1,4,3,8,-13,23.6,0,0,20.0,1,1,1,1,9,9,9,6,1,1,1,3,2,3,2,9,7,6,9,3,2,5,5,3,9,8,8,5,1,9,1,1629028,Deandre Ayton,2022-23
2022-23,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042200223,2023-05-05T00:00:00,PHX vs. DEN,W,25.65,2,6,0.333,0,0,0.0,0,0,0.0,1,8,9,0,1,0,1,1,4,0,4,-4,16.8,0,0,15.0,1,1,1,1,10,10,9,10,1,1,1,6,7,6,9,4,5,6,5,5,2,5,5,8,10,6,10,5,1,10,1,1629028,Deandre Ayton,2022-23
2022-23,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042200222,2023-05-01T00:00:00,PHX @ DEN,L,33.016666666666666,7,10,0.7,0,0,0.0,0,0,0.0,4,4,8,4,4,0,1,2,5,0,14,0,28.6,0,0,28.0,1,7,7,7,5,3,6,1,1,1,1,6,7,6,2,9,7,1,2,5,2,9,9,8,4,4,5,5,1,4,1,1629028,Deandre Ayton,2022-23
2022-23,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042200221,2023-04-29T00:00:00,PHX @ DEN,L,30.351666666666667,7,11,0.636,0,0,0.0,0,1,0.0,2,5,7,1,2,0,0,0,4,3,14,-21,21.9,0,0,22.0,1,7,7,7,8,3,5,3,1,1,1,6,6,6,7,7,10,3,3,5,7,1,5,3,4,9,9,5,1,8,1,1629028,Deandre Ayton,2022-23
2022-23,1629028,Deandre Ayton,Deandre,1610612756,PHX,Phoenix Suns,0042200175,2023-04-25T00:00:00,PHX vs. LAC,W,35.61666666666667,9,18,0.5,0,0,0.0,3,4,0.75,2,9,11,3,0,0,0,0,3,4,21,-1,38.7,1,0,35.0,1,1,1,1,2,1,1,6,1,1,1,2,2,2,7,2,3,2,9,5,7,1,3,2,1,5,2,1,1,2,1,1629028,Deandre Ayton,2022-23
