SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName,Season
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200403,2023-06-07T00:00:00,DEN @ MIA,W,28.086666666666666,1,4,0.25,0,3,0.0,4,4,1.0,0,3,3,0,1,0,0,0,2,2,6,12,8.6,0,0,9.0,1,1,1,1,17,17,18,17,17,14,17,2,2,1,12,3,8,18,3,17,10,1,5,7,17,6,20,1,1,19,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200402,2023-06-04T00:00:00,DEN vs. MIA,L,36.11833333333333,1,4,0.25,1,3,0.333,3,3,1.0,0,3,3,3,1,1,1,0,6,3,6,-14,19.1,0,0,17.0,1,17,17,17,6,17,18,17,11,14,11,4,4,1,12,3,8,1,3,10,4,1,20,3,17,20,13,1,1,13,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200401,2023-06-01T00:00:00,DEN vs. MIA,W,36.45,3,8,0.375,1,3,0.333,0,2,0.0,1,2,3,0,1,1,0,0,2,2,7,5,12.6,0,0,13.0,1,1,1,1,5,10,9,12,11,14,11,13,6,13,4,12,8,18,3,10,10,1,5,7,14,9,18,1,1,18,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200314,2023-05-22T00:00:00,DEN @ LAL,W,39.36666666666667,4,10,0.4,3,7,0.429,2,2,1.0,1,3,4,1,1,0,1,1,2,2,13,-1,21.3,0,0,23.0,1,1,1,1,3,8,4,9,3,3,5,6,6,1,4,3,4,11,3,17,4,17,5,7,7,13,9,1,1,9,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200313,2023-05-20T00:00:00,DEN @ LAL,W,34.233333333333334,6,10,0.6,4,7,0.571,1,2,0.5,0,3,3,0,1,2,0,0,2,1,17,-1,25.6,0,0,28.0,1,1,1,1,11,3,4,4,1,3,2,9,6,9,12,3,8,18,3,2,10,1,5,14,3,13,6,1,1,3,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200312,2023-05-18T00:00:00,DEN vs. LAL,W,25.65,3,8,0.375,2,5,0.4,0,0,0.0,1,2,3,2,1,0,0,1,3,2,8,-9,13.6,0,0,15.0,1,1,1,1,20,10,9,12,8,7,6,13,14,13,4,12,8,5,3,17,10,17,15,7,12,18,17,1,1,15,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200311,2023-05-16T00:00:00,DEN vs. LAL,W,35.983333333333334,9,17,0.529,3,8,0.375,0,0,0.0,1,1,2,3,1,2,1,0,5,0,21,16,35.9,0,0,35.0,1,1,1,1,8,1,1,6,3,1,9,13,14,13,4,17,15,1,3,2,4,1,18,18,1,4,2,1,1,2,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200226,2023-05-11T00:00:00,DEN @ PHX,W,35.638333333333335,7,11,0.636,2,5,0.4,5,5,1.0,0,5,5,3,0,2,1,0,3,5,21,21,40.5,0,0,37.0,1,1,1,1,9,2,2,3,8,7,6,1,1,1,12,1,2,1,14,2,4,1,15,1,1,1,1,1,1,1,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200225,2023-05-09T00:00:00,DEN vs. PHX,W,26.983333333333334,1,6,0.167,1,3,0.333,4,4,1.0,2,5,7,3,0,1,2,0,2,3,7,18,28.9,0,0,24.0,1,1,1,1,18,17,14,20,11,14,11,2,2,1,1,1,1,1,14,10,2,1,5,3,14,3,5,1,1,7,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200224,2023-05-07T00:00:00,DEN @ PHX,L,33.65,5,7,0.714,0,2,0.0,0,0,0.0,0,1,1,1,0,1,0,0,0,2,10,-4,15.7,0,0,14.0,1,17,17,17,13,5,12,2,17,18,17,13,14,13,12,17,20,11,14,10,10,1,1,7,9,15,16,1,1,17,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200223,2023-05-05T00:00:00,DEN @ PHX,L,34.483333333333334,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,1,0,2,0,0,2,0,2,-12,11.9,0,0,9.0,1,17,17,17,10,17,18,17,17,18,17,13,14,13,12,12,15,11,14,2,10,1,5,18,20,19,19,1,1,19,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200222,2023-05-01T00:00:00,DEN vs. PHX,W,41.09,5,6,0.833,4,4,1.0,0,0,0.0,2,3,5,2,1,1,0,0,2,3,14,1,25.0,0,0,27.0,1,1,1,1,1,5,14,1,1,11,1,13,14,13,1,3,2,5,3,10,10,1,5,3,5,12,7,1,1,5,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200221,2023-04-29T00:00:00,DEN vs. PHX,W,28.098333333333333,3,8,0.375,3,8,0.375,1,2,0.5,1,1,2,1,0,2,0,0,2,2,10,10,19.9,0,0,20.0,1,1,1,1,16,10,9,12,3,1,9,9,6,9,4,17,15,11,14,2,10,1,5,7,9,7,11,1,1,11,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200145,2023-04-25T00:00:00,DEN vs. MIN,W,26.036666666666665,3,6,0.5,1,4,0.25,3,3,1.0,0,2,2,1,2,2,0,0,4,4,10,-6,17.9,0,0,18.0,1,1,1,1,19,10,14,7,11,11,14,4,4,1,12,12,15,11,1,2,10,1,17,2,9,17,14,1,1,12,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200144,2023-04-23T00:00:00,DEN @ MIN,L,39.666666666666664,2,7,0.286,1,4,0.25,0,0,0.0,0,3,3,2,1,2,1,0,2,2,5,-4,19.6,0,0,17.0,1,17,17,17,2,15,12,16,11,11,14,13,14,13,12,3,8,5,3,2,4,1,5,7,19,15,12,1,1,13,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200143,2023-04-21T00:00:00,DEN @ MIN,W,28.5,5,10,0.5,3,6,0.5,1,2,0.5,1,1,2,1,2,1,1,1,5,1,14,3,21.9,0,0,24.0,1,1,1,1,15,5,4,7,3,5,3,9,6,9,4,17,15,11,1,10,4,17,18,14,5,10,8,1,1,7,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200142,2023-04-19T00:00:00,DEN vs. MIN,W,39.233333333333334,3,10,0.3,0,2,0.0,2,2,1.0,0,3,3,2,0,1,0,2,1,3,8,3,17.6,0,0,15.0,1,1,1,1,4,10,4,15,17,18,17,6,6,1,12,3,8,5,14,10,10,20,3,3,12,10,15,1,1,15,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,203484,Kentavious Caldwell-Pope,Kentavious,1610612743,DEN,Denver Nuggets,0042200141,2023-04-16T00:00:00,DEN vs. MIN,W,31.383333333333333,6,11,0.545,3,6,0.5,0,0,0.0,1,3,4,1,1,0,0,0,0,0,15,21,20.3,0,0,23.0,1,1,1,1,14,3,2,5,3,5,3,13,14,13,4,3,4,11,3,17,10,1,1,18,4,1,10,1,1,9,1,203484,Kentavious Caldwell-Pope,2022-23
2022-23,1628427,Vlatko Cancar,Vlatko,1610612743,DEN,Denver Nuggets,0042200403,2023-06-07T00:00:00,DEN @ MIA,W,0.49666666666666665,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,1,1,5,1,4,1,1,4,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,5,1,1,5,1,1628427,Vlatko Cancar,2022-23
2022-23,1628427,Vlatko Cancar,Vlatko,1610612743,DEN,Denver Nuggets,0042200226,2023-05-11T00:00:00,DEN @ PHX,W,2.183333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,1.0,1,1,1,1,2,1,4,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1628427,Vlatko Cancar,2022-23
2022-23,1628427,Vlatko Cancar,Vlatko,1610612743,DEN,Denver Nuggets,0042200225,2023-05-09T00:00:00,DEN vs. PHX,W,2.1,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,-4,1.2,0,0,1.0,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1628427,Vlatko Cancar,2022-23
2022-23,1628427,Vlatko Cancar,Vlatko,1610612743,DEN,Denver Nuggets,0042200221,2023-04-29T00:00:00,DEN vs. PHX,W,3.216666666666667,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,-4,1.2,0,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1628427,Vlatko Cancar,2022-23
2022-23,1628427,Vlatko Cancar,Vlatko,1610612743,DEN,Denver Nuggets,0042200141,2023-04-16T00:00:00,DEN vs. MIN,W,2.066666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,-1,1.2,0,0,1.0,1,1,1,1,4,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1628427,Vlatko Cancar,2022-23
2022-23,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0042200116,2023-04-27T00:00:00,ATL vs. BOS,L,27.733333333333334,5,7,0.714,0,0,0.0,0,0,0.0,5,5,10,2,0,0,0,1,1,1,10,-13,25.0,1,0,22.0,1,3,3,3,2,2,3,2,1,1,1,2,3,2,1,4,2,1,3,5,4,2,4,2,2,6,2,1,1,3,1,203991,Clint Capela,2022-23
2022-23,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0042200115,2023-04-25T00:00:00,ATL @ BOS,W,20.746666666666666,2,5,0.4,0,0,0.0,0,0,0.0,1,6,7,1,0,0,1,1,0,1,4,-6,16.9,0,0,14.0,1,1,1,1,6,5,5,6,1,1,1,2,3,2,5,3,4,2,3,5,1,2,1,2,5,4,6,3,1,6,1,203991,Clint Capela,2022-23
2022-23,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0042200114,2023-04-23T00:00:00,ATL vs. BOS,L,29.533333333333335,3,6,0.5,0,0,0.0,4,4,1.0,3,4,7,0,3,2,1,2,2,3,10,0,24.4,0,0,23.0,1,3,3,3,1,4,4,4,1,1,1,1,1,1,3,6,4,3,1,1,1,6,5,1,2,2,4,3,1,1,1,203991,Clint Capela,2022-23
2022-23,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0042200113,2023-04-21T00:00:00,ATL vs. BOS,W,24.676666666666666,5,8,0.625,0,0,0.0,0,0,0.0,4,7,11,0,1,1,0,0,2,1,10,4,25.2,1,0,23.0,1,1,1,1,4,2,1,3,1,1,1,2,3,2,2,2,1,3,2,3,4,1,5,2,2,1,1,1,1,1,1,203991,Clint Capela,2022-23
2022-23,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0042200112,2023-04-18T00:00:00,ATL @ BOS,L,21.95,2,4,0.5,0,0,0.0,0,2,0.0,2,5,7,0,0,2,1,1,0,1,4,-5,21.4,0,0,17.0,1,3,3,3,5,5,6,4,1,1,1,2,2,2,4,4,4,3,3,1,1,2,1,2,5,3,5,3,1,5,1,203991,Clint Capela,2022-23
2022-23,203991,Clint Capela,Clint,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15T00:00:00,ATL @ BOS,L,26.533333333333335,6,8,0.75,0,0,0.0,0,0,0.0,0,8,8,0,0,1,0,1,0,0,12,-8,24.6,0,0,22.0,1,3,3,3,3,1,1,1,1,1,1,2,3,2,6,1,3,3,3,3,4,2,1,6,1,5,3,3,1,3,1,203991,Clint Capela,2022-23
2022-23,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,0042200104,2023-04-24T00:00:00,MIL @ MIA,L,0.14666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,2,2,2,4,3,4,3,2,4,2,1,1,1,1,3,3,4,1,2,1,1,1,2,3,2,4,1,1,4,1,1628975,Jevon Carter,2022-23
2022-23,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,0042200103,2023-04-22T00:00:00,MIL @ MIA,L,12.39,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,0,0,-15,3.0,0,0,2.0,1,2,2,2,3,3,3,3,2,2,2,1,1,1,1,3,3,1,1,2,1,1,1,2,3,4,3,1,1,3,1,1628975,Jevon Carter,2022-23
2022-23,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,0042200102,2023-04-19T00:00:00,MIL vs. MIA,W,14.086666666666666,1,3,0.333,1,3,0.333,0,0,0.0,0,2,2,1,0,1,0,0,0,0,3,-3,9.9,0,0,9.0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1628975,Jevon Carter,2022-23
2022-23,1628975,Jevon Carter,Jevon,1610612749,MIL,Milwaukee Bucks,0042200101,2023-04-16T00:00:00,MIL vs. MIA,L,22.675,1,4,0.25,0,2,0.0,0,0,0.0,0,2,2,1,0,0,0,1,1,2,2,3,5.9,0,0,5.0,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,1,4,4,1,2,1,2,1,1,2,1,1628975,Jevon Carter,2022-23
2022-23,1630551,Justin Champagnie,Justin,1610612738,BOS,Boston Celtics,0042200305,2023-05-25T00:00:00,BOS vs. MIA,W,2.3666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,1,1,1,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,1630551,Justin Champagnie,2022-23
2022-23,1630551,Justin Champagnie,Justin,1610612738,BOS,Boston Celtics,0042200304,2023-05-23T00:00:00,BOS @ MIA,W,1.0166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0.0,1,1,1,1,4,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1630551,Justin Champagnie,2022-23
2022-23,1630551,Justin Champagnie,Justin,1610612738,BOS,Boston Celtics,0042200217,2023-05-14T00:00:00,BOS vs. PHI,W,2.066666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,2,-4,2.0,0,0,2.0,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1630551,Justin Champagnie,2022-23
2022-23,1630551,Justin Champagnie,Justin,1610612738,BOS,Boston Celtics,0042200212,2023-05-03T00:00:00,BOS vs. PHI,W,5.0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,4,0.0,0,0,0.0,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,1,1630551,Justin Champagnie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200313,2023-05-20T00:00:00,LAL vs. DEN,L,0.965,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,1.2,0,0,1.0,1,5,5,5,7,3,7,3,2,5,2,2,2,2,1,4,3,3,1,1,2,1,1,2,4,4,5,1,1,4,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200236,2023-05-12T00:00:00,LAL vs. GSW,W,2.183333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,1,1,1,1,5,3,3,3,2,1,2,2,2,2,2,4,5,3,1,1,2,1,1,2,4,5,6,1,1,6,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200235,2023-05-10T00:00:00,LAL @ GSW,L,2.783333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,1,5,5,5,4,3,3,3,2,5,2,2,2,2,2,4,5,3,1,1,2,1,1,2,4,8,6,1,1,6,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200233,2023-05-06T00:00:00,LAL vs. GSW,W,5.733333333333333,3,3,1.0,0,0,0.0,0,0,0.0,0,2,2,2,0,0,0,0,0,0,6,4,11.4,0,0,10.0,1,1,1,1,3,1,1,1,2,5,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200232,2023-05-04T00:00:00,LAL @ GSW,L,9.25,0,1,0.0,0,1,0.0,2,4,0.5,0,1,1,0,0,0,0,0,0,2,2,3,3.2,0,0,3.0,1,5,5,5,1,3,3,3,2,1,2,1,1,1,2,3,3,3,1,1,2,1,1,1,3,3,3,1,1,3,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200156,2023-04-28T00:00:00,LAL vs. MEM,W,9.166666666666666,2,3,0.667,1,1,1.0,0,0,0.0,0,3,3,0,0,0,1,0,0,0,5,8,11.6,0,0,11.0,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200155,2023-04-26T00:00:00,LAL @ MEM,L,1.9666666666666666,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,-1,1.5,0,0,1.0,1,5,5,5,6,3,3,3,2,1,2,2,2,2,2,4,5,2,1,1,2,1,1,2,4,8,4,1,1,4,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200152,2023-04-19T00:00:00,LAL @ MEM,L,0.5133333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,5,5,5,8,3,7,3,2,5,2,2,2,2,2,4,5,3,1,1,2,1,1,2,4,6,6,1,1,6,1,1631108,Max Christie,2022-23
2022-23,1631108,Max Christie,Max,1610612747,LAL,Los Angeles Lakers,0042200151,2023-04-16T00:00:00,LAL @ MEM,W,0.5116666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,1,1,9,3,7,3,2,5,2,2,2,2,2,4,5,3,1,1,2,1,1,2,4,6,6,1,1,6,1,1631108,Max Christie,2022-23
2022-23,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,0042200124,2023-04-22T00:00:00,BKN vs. PHI,L,37.913333333333334,8,10,0.8,0,0,0.0,3,5,0.6,3,9,12,1,2,0,4,0,2,5,19,-4,44.9,1,0,40.0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1629651,Nic Claxton,2022-23
2022-23,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,0042200123,2023-04-20T00:00:00,BKN vs. PHI,L,27.616666666666667,8,9,0.889,0,0,0.0,2,3,0.667,0,4,4,2,0,1,0,0,1,4,18,13,28.8,0,0,26.0,1,1,1,1,3,1,2,1,1,1,1,2,2,1,4,4,4,1,3,1,3,1,1,2,2,1,2,2,1,2,1,1629651,Nic Claxton,2022-23
2022-23,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,0042200122,2023-04-17T00:00:00,BKN @ PHI,L,20.918333333333333,0,2,0.0,0,0,0.0,0,0,0.0,1,5,6,2,1,0,0,0,3,1,0,-14,9.2,0,0,8.0,1,1,1,1,4,4,4,4,1,1,1,4,4,4,2,3,3,1,2,2,3,1,4,4,4,3,4,2,1,4,1,1629651,Nic Claxton,2022-23
2022-23,1629651,Nic Claxton,Nic,1610612751,BKN,Brooklyn Nets,0042200121,2023-04-15T00:00:00,BKN @ PHI,L,30.185,2,4,0.5,0,0,0.0,1,2,0.5,1,9,10,1,0,0,3,0,2,2,5,-20,27.5,0,0,22.0,1,1,1,1,2,3,3,3,1,1,1,3,3,3,2,1,2,3,3,2,2,1,2,3,3,4,3,2,1,3,1,1629651,Nic Claxton,2022-23
2022-23,1629599,Amir Coffey,Amir,1610612746,LAC,LA Clippers,0042200172,2023-04-18T00:00:00,LAC @ PHX,L,0.97,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1629599,Amir Coffey,2022-23
2022-23,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,0042200116,2023-04-27T00:00:00,ATL vs. BOS,L,29.35,6,8,0.75,3,4,0.75,1,1,1.0,1,3,4,0,2,1,2,1,2,2,16,-8,27.8,0,0,29.0,1,3,3,3,3,2,4,1,2,5,1,3,3,1,2,3,4,6,1,1,1,2,2,1,2,6,1,1,1,2,1,1628381,John Collins,2022-23
2022-23,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,0042200115,2023-04-25T00:00:00,ATL @ BOS,W,30.641666666666666,9,18,0.5,4,9,0.444,0,0,0.0,1,1,2,1,2,1,0,1,3,2,22,-2,26.9,0,0,31.0,1,1,1,1,1,1,1,3,1,1,2,4,5,4,2,6,6,1,1,1,5,2,5,1,1,3,2,1,1,1,1,1628381,John Collins,2022-23
2022-23,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,0042200114,2023-04-23T00:00:00,ATL vs. BOS,L,24.816666666666666,1,9,0.111,1,5,0.2,2,2,1.0,0,5,5,1,1,0,1,1,2,1,5,-4,14.5,0,0,14.0,1,3,3,3,5,6,3,6,4,4,4,1,1,1,5,1,2,1,4,3,3,2,2,3,5,4,5,1,1,6,1,1628381,John Collins,2022-23
2022-23,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,0042200113,2023-04-21T00:00:00,ATL vs. BOS,W,20.616666666666667,3,7,0.429,2,6,0.333,0,1,0.0,0,5,5,1,2,0,0,0,2,1,8,3,13.5,0,0,16.0,1,1,1,1,6,4,5,4,3,3,3,4,3,4,5,1,2,1,1,3,5,1,2,3,4,2,6,1,1,4,1,1628381,John Collins,2022-23
2022-23,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,0042200112,2023-04-18T00:00:00,ATL @ BOS,L,29.55,2,11,0.182,1,7,0.143,0,0,0.0,4,2,6,1,1,0,1,3,1,1,5,8,15.7,0,0,15.0,1,3,3,3,2,5,2,5,4,2,5,4,5,4,1,5,1,1,4,3,3,6,1,3,5,1,4,1,1,5,1,1628381,John Collins,2022-23
2022-23,1628381,John Collins,John,1610612737,ATL,Atlanta Hawks,0042200111,2023-04-15T00:00:00,ATL @ BOS,L,29.133333333333333,5,7,0.714,0,1,0.0,2,2,1.0,1,3,4,1,1,0,2,1,3,1,12,-6,23.3,0,0,21.0,1,3,3,3,4,3,5,2,6,6,6,1,1,1,2,3,4,1,4,3,1,2,5,3,3,5,3,1,1,3,1,1628381,John Collins,2022-23
2022-23,201144,Mike Conley,Mike,1610612750,MIN,Minnesota Timberwolves,0042200145,2023-04-25T00:00:00,MIN @ DEN,L,38.38333333333333,2,7,0.286,1,4,0.25,2,2,1.0,1,3,4,9,3,2,0,1,3,2,7,6,28.3,0,0,25.0,1,2,2,2,3,5,4,5,5,2,5,2,3,1,1,2,1,1,1,1,1,4,3,4,5,2,2,1,1,2,1,201144,Mike Conley,2022-23
2022-23,201144,Mike Conley,Mike,1610612750,MIN,Minnesota Timberwolves,0042200144,2023-04-23T00:00:00,MIN vs. DEN,W,42.6,7,13,0.538,3,7,0.429,2,2,1.0,0,2,2,8,1,0,0,0,4,3,19,7,32.4,0,0,32.0,1,1,1,1,1,1,1,3,1,1,4,2,3,1,3,3,3,2,3,3,1,1,4,3,1,1,1,1,1,1,1,201144,Mike Conley,2022-23
2022-23,201144,Mike Conley,Mike,1610612750,MIN,Minnesota Timberwolves,0042200143,2023-04-21T00:00:00,MIN vs. DEN,L,39.05,3,8,0.375,2,4,0.5,4,4,1.0,0,2,2,5,2,1,0,0,4,4,12,-4,22.9,0,0,23.0,1,2,2,2,2,3,3,4,2,2,2,1,1,1,3,3,3,4,2,2,1,1,4,2,3,3,4,1,1,4,1,201144,Mike Conley,2022-23
2022-23,201144,Mike Conley,Mike,1610612750,MIN,Minnesota Timberwolves,0042200142,2023-04-19T00:00:00,MIN @ DEN,L,37.766666666666666,5,9,0.556,2,4,0.5,2,3,0.667,1,0,1,7,1,0,0,0,0,6,14,-8,24.7,0,0,24.0,1,2,2,2,4,2,2,2,2,2,2,2,2,4,1,5,5,3,3,3,1,1,1,1,2,4,3,1,1,3,1,201144,Mike Conley,2022-23
