Game_ID,GAME_DATE,MATCHUP,PTS,WL,TEAM_NAME,WINNING_TEAM
0022300138,"NOV 04, 2023",UTA @ MIN,95,L,Jazz,MIN
0022300130,"NOV 02, 2023",UTA vs. ORL,113,L,Jazz,ORL
0022300125,"NOV 01, 2023",UTA vs. MEM,133,W,Jazz,Jazz
0022300110,"OCT 30, 2023",UTA @ DEN,102,L,Jazz,DEN
0022300094,"OCT 28, 2023",UTA @ PHX,104,L,Jazz,PHX
0022300085,"OCT 27, 2023",UTA vs. LAC,120,W,Jazz,Jazz
0022300072,"OCT 25, 2023",UTA vs. SAC,114,L,Jazz,SAC
0022301193,"APR 14, 2024",MEM vs. DEN,111,L,Grizzlies,DEN
0022301177,"APR 12, 2024",MEM vs. LAL,120,L,Grizzlies,LAL
0022301158,"APR 10, 2024",MEM @ CLE,98,L,Grizzlies,CLE
0022301151,"APR 09, 2024",MEM vs. SAS,87,L,Grizzlies,SAS
0022301129,"APR 06, 2024",MEM vs. PHI,96,L,Grizzlies,PHI
0022301121,"APR 05, 2024",MEM vs. DET,108,W,Grizzlies,Grizzlies
0022301107,"APR 03, 2024",MEM @ MIL,111,W,Grizzlies,Grizzlies
0022301088,"APR 01, 2024",MEM @ DET,110,W,Grizzlies,Grizzlies
0022301075,"MAR 30, 2024",MEM @ ORL,88,L,Grizzlies,ORL
0022301055,"MAR 27, 2024",MEM vs. LAL,124,L,Grizzlies,LAL
0022301040,"MAR 25, 2024",MEM @ DEN,103,L,Grizzlies,DEN
0022301015,"MAR 22, 2024",MEM @ SAS,99,W,Grizzlies,Grizzlies
0022301001,"MAR 20, 2024",MEM @ GSW,116,L,Grizzlies,GSW
0022300989,"MAR 18, 2024",MEM @ SAC,111,L,Grizzlies,SAC
0022300972,"MAR 16, 2024",MEM vs. OKC,112,L,Grizzlies,OKC
0022300950,"MAR 13, 2024",MEM vs. CHA,98,L,Grizzlies,CHA
0022300940,"MAR 12, 2024",MEM vs. WAS,109,W,Grizzlies,Grizzlies
0022300931,"MAR 10, 2024",MEM @ OKC,93,L,Grizzlies,OKC
0022300913,"MAR 08, 2024",MEM vs. ATL,92,L,Grizzlies,ATL
0022300896,"MAR 06, 2024",MEM @ PHI,115,W,Grizzlies,Grizzlies
0022300879,"MAR 04, 2024",MEM @ BKN,106,W,Grizzlies,Grizzlies
0022300868,"MAR 02, 2024",MEM vs. POR,100,L,Grizzlies,POR
0022300861,"MAR 01, 2024",MEM vs. POR,92,L,Grizzlies,POR
0022300845,"FEB 28, 2024",MEM @ MIN,101,L,Grizzlies,MIN
0022300830,"FEB 26, 2024",MEM vs. BKN,86,L,Grizzlies,BKN
0022300807,"FEB 23, 2024",MEM vs. LAC,95,L,Grizzlies,LAC
0022300790,"FEB 15, 2024",MEM vs. MIL,113,W,Grizzlies,Grizzlies
0022300783,"FEB 14, 2024",MEM vs. HOU,121,W,Grizzlies,Grizzlies
0022300766,"FEB 12, 2024",MEM vs. NOP,87,L,Grizzlies,NOP
0022300751,"FEB 10, 2024",MEM @ CHA,106,L,Grizzlies,CHA
0022300737,"FEB 08, 2024",MEM vs. CHI,110,L,Grizzlies,CHI
0022300722,"FEB 06, 2024",MEM @ NYK,113,L,Grizzlies,NYK
0022300706,"FEB 04, 2024",MEM @ BOS,91,L,Grizzlies,BOS
0022300693,"FEB 02, 2024",MEM vs. GSW,101,L,Grizzlies,GSW
0022300687,"FEB 01, 2024",MEM vs. CLE,101,L,Grizzlies,CLE
0022300663,"JAN 29, 2024",MEM vs. SAC,94,L,Grizzlies,SAC
0022300652,"JAN 28, 2024",MEM @ IND,110,L,Grizzlies,IND
0022300638,"JAN 26, 2024",MEM vs. ORL,107,W,Grizzlies,Grizzlies
0022300621,"JAN 24, 2024",MEM @ MIA,105,W,Grizzlies,Grizzlies
0022300609,"JAN 22, 2024",MEM @ TOR,108,W,Grizzlies,Grizzlies
0022300597,"JAN 20, 2024",MEM @ CHI,96,L,Grizzlies,CHI
0022300582,"JAN 18, 2024",MEM @ MIN,103,L,Grizzlies,MIN
0022300560,"JAN 15, 2024",MEM vs. GSW,116,W,Grizzlies,Grizzlies
0022300544,"JAN 13, 2024",MEM vs. NYK,94,L,Grizzlies,NYK
0022300537,"JAN 12, 2024",MEM vs. LAC,119,L,Grizzlies,LAC
0022300515,"JAN 09, 2024",MEM @ DAL,120,W,Grizzlies,Grizzlies
0022300503,"JAN 07, 2024",MEM @ PHX,121,W,Grizzlies,Grizzlies
0022300491,"JAN 05, 2024",MEM @ LAL,127,W,Grizzlies,Grizzlies
0022300470,"JAN 03, 2024",MEM vs. TOR,111,L,Grizzlies,TOR
0022300460,"JAN 02, 2024",MEM vs. SAS,106,W,Grizzlies,Grizzlies
0022300449,"DEC 31, 2023",MEM vs. SAC,92,L,Grizzlies,SAC
0022300438,"DEC 29, 2023",MEM @ LAC,106,L,Grizzlies,LAC
0022300425,"DEC 28, 2023",MEM @ DEN,105,L,Grizzlies,DEN
0022300410,"DEC 26, 2023",MEM @ NOP,116,W,Grizzlies,Grizzlies
0022300393,"DEC 23, 2023",MEM @ ATL,125,W,Grizzlies,Grizzlies
0022300377,"DEC 21, 2023",MEM vs. IND,116,W,Grizzlies,Grizzlies
0022300360,"DEC 19, 2023",MEM @ NOP,115,W,Grizzlies,Grizzlies
0022300355,"DEC 18, 2023",MEM @ OKC,97,L,Grizzlies,OKC
0022300332,"DEC 15, 2023",MEM vs. HOU,96,L,Grizzlies,HOU
0022300314,"DEC 13, 2023",MEM @ HOU,104,L,Grizzlies,HOU
0022300299,"DEC 11, 2023",MEM vs. DAL,113,L,Grizzlies,DAL
0022301221,"DEC 08, 2023",MEM vs. MIN,103,L,Grizzlies,MIN
0022301206,"DEC 06, 2023",MEM @ DET,116,W,Grizzlies,Grizzlies
0022300288,"DEC 02, 2023",MEM @ PHX,109,L,Grizzlies,PHX
0022300277,"DEC 01, 2023",MEM @ DAL,108,W,Grizzlies,Grizzlies
0022300261,"NOV 29, 2023",MEM vs. UTA,105,W,Grizzlies,Grizzlies
0022300249,"NOV 26, 2023",MEM vs. MIN,97,L,Grizzlies,MIN
0022300044,"NOV 24, 2023",MEM vs. PHX,89,L,Grizzlies,PHX
0022300231,"NOV 22, 2023",MEM @ HOU,91,L,Grizzlies,HOU
0022300213,"NOV 19, 2023",MEM vs. BOS,100,L,Grizzlies,BOS
0022300206,"NOV 18, 2023",MEM @ SAS,120,W,Grizzlies,Grizzlies
0022300026,"NOV 14, 2023",MEM @ LAL,107,L,Grizzlies,LAL
0022300179,"NOV 12, 2023",MEM @ LAC,105,W,Grizzlies,Grizzlies
0022300012,"NOV 10, 2023",MEM vs. UTA,121,L,Grizzlies,UTA
0022300164,"NOV 08, 2023",MEM vs. MIA,102,L,Grizzlies,MIA
0022300144,"NOV 05, 2023",MEM @ POR,112,W,Grizzlies,Grizzlies
0022300007,"NOV 03, 2023",MEM @ POR,113,L,Grizzlies,POR
0022300125,"NOV 01, 2023",MEM @ UTA,109,L,Grizzlies,UTA
0022300106,"OCT 30, 2023",MEM vs. DAL,110,L,Grizzlies,DAL
0022300089,"OCT 28, 2023",MEM @ WAS,106,L,Grizzlies,WAS
0022300078,"OCT 27, 2023",MEM vs. DEN,104,L,Grizzlies,DEN
0022300071,"OCT 25, 2023",MEM vs. NOP,104,L,Grizzlies,NOP
0022301186,"APR 14, 2024",WAS @ BOS,122,L,Wizards,BOS
0022301172,"APR 12, 2024",WAS vs. CHI,127,L,Wizards,CHI
0022301152,"APR 09, 2024",WAS @ MIN,121,L,Wizards,MIN
0022301137,"APR 07, 2024",WAS @ TOR,122,L,Wizards,TOR
0022301117,"APR 05, 2024",WAS vs. POR,102,L,Wizards,POR
0022301103,"APR 03, 2024",WAS vs. LAL,120,L,Wizards,LAL
0022301095,"APR 02, 2024",WAS vs. MIL,117,W,Wizards,Wizards
0022301081,"MAR 31, 2024",WAS vs. MIA,107,L,Wizards,MIA
0022301065,"MAR 29, 2024",WAS vs. DET,87,L,Wizards,DET
0022301050,"MAR 27, 2024",WAS vs. BKN,119,L,Wizards,BKN
0022301037,"MAR 25, 2024",WAS @ CHI,107,W,Wizards,Wizards
0022301022,"MAR 23, 2024",WAS vs. TOR,112,W,Wizards,Wizards
0022301005,"MAR 21, 2024",WAS vs. SAC,109,W,Wizards,Wizards
0022300992,"MAR 19, 2024",WAS vs. HOU,114,L,Wizards,HOU
0022300980,"MAR 17, 2024",WAS vs. BOS,104,L,Wizards,BOS
0022300971,"MAR 16, 2024",WAS @ CHI,98,L,Wizards,CHI
0022300957,"MAR 14, 2024",WAS @ HOU,119,L,Wizards,HOU
0022300940,"MAR 12, 2024",WAS @ MEM,97,L,Wizards,MEM
0022300926,"MAR 10, 2024",WAS @ MIA,110,W,Wizards,Wizards
0022300910,"MAR 08, 2024",WAS vs. CHA,112,W,Wizards,Wizards
0022300894,"MAR 06, 2024",WAS vs. ORL,109,L,Wizards,ORL
0022300882,"MAR 04, 2024",WAS @ UTA,115,L,Wizards,UTA
0022300865,"MAR 01, 2024",WAS @ LAC,115,L,Wizards,LAC
0022300856,"FEB 29, 2024",WAS @ LAL,131,L,Wizards,LAL
0022300834,"FEB 27, 2024",WAS vs. GSW,112,L,Wizards,GSW
0022300820,"FEB 25, 2024",WAS vs. CLE,105,L,Wizards,CLE
0022300809,"FEB 23, 2024",WAS @ OKC,106,L,Wizards,OKC
0022300800,"FEB 22, 2024",WAS @ DEN,110,L,Wizards,DEN
0022300784,"FEB 14, 2024",WAS @ NOP,126,L,Wizards,NOP
0022300768,"FEB 12, 2024",WAS @ DAL,104,L,Wizards,DAL
0022300753,"FEB 10, 2024",WAS vs. PHI,113,L,Wizards,PHI
0022300743,"FEB 09, 2024",WAS @ BOS,129,L,Wizards,BOS
0022300728,"FEB 07, 2024",WAS vs. CLE,106,L,Wizards,CLE
0022300705,"FEB 04, 2024",WAS vs. PHX,112,L,Wizards,PHX
0022300689,"FEB 02, 2024",WAS vs. MIA,102,L,Wizards,MIA
0022300676,"JAN 31, 2024",WAS vs. LAC,109,L,Wizards,LAC
0022300665,"JAN 29, 2024",WAS @ SAS,118,W,Wizards,Wizards
0022300642,"JAN 27, 2024",WAS @ DET,118,W,Wizards,Wizards
0022300628,"JAN 25, 2024",WAS vs. UTA,108,L,Wizards,UTA
0022300620,"JAN 24, 2024",WAS vs. MIN,107,L,Wizards,MIN
0022300602,"JAN 21, 2024",WAS vs. DEN,104,L,Wizards,DEN
0022300594,"JAN 20, 2024",WAS vs. SAS,127,L,Wizards,SAS
0022300579,"JAN 18, 2024",WAS @ NYK,109,L,Wizards,NYK
0022300558,"JAN 15, 2024",WAS vs. DET,117,L,Wizards,DET
0022300543,"JAN 13, 2024",WAS @ ATL,127,W,Wizards,Wizards
0022300520,"JAN 10, 2024",WAS @ IND,104,L,Wizards,IND
0022300508,"JAN 08, 2024",WAS vs. OKC,128,L,Wizards,OKC
0022300494,"JAN 06, 2024",WAS vs. NYK,105,L,Wizards,NYK
0022300482,"JAN 05, 2024",WAS @ CLE,90,L,Wizards,CLE
0022300465,"JAN 03, 2024",WAS @ CLE,101,L,Wizards,CLE
0022300445,"DEC 31, 2023",WAS vs. ATL,126,L,Wizards,ATL
0022300430,"DEC 29, 2023",WAS vs. BKN,110,W,Wizards,Wizards
0022300416,"DEC 27, 2023",WAS vs. TOR,102,L,Wizards,TOR
0022300407,"DEC 26, 2023",WAS vs. ORL,119,L,Wizards,ORL
0022300386,"DEC 22, 2023",WAS @ GSW,118,L,Wizards,GSW
0022300381,"DEC 21, 2023",WAS @ POR,118,W,Wizards,Wizards
0022300358,"DEC 18, 2023",WAS @ SAC,131,L,Wizards,SAC
0022300347,"DEC 17, 2023",WAS @ PHX,108,L,Wizards,PHX
0022300328,"DEC 15, 2023",WAS vs. IND,137,W,Wizards,Wizards
0022300311,"DEC 13, 2023",WAS vs. NOP,122,L,Wizards,NOP
0022300295,"DEC 11, 2023",WAS @ PHI,101,L,Wizards,PHI
0022301219,"DEC 08, 2023",WAS @ BKN,97,L,Wizards,BKN
0022301208,"DEC 06, 2023",WAS vs. PHI,126,L,Wizards,PHI
0022300274,"DEC 01, 2023",WAS @ ORL,125,L,Wizards,ORL
0022300259,"NOV 29, 2023",WAS @ ORL,120,L,Wizards,ORL
0022300253,"NOV 27, 2023",WAS @ DET,126,W,Wizards,Wizards
0022300241,"NOV 25, 2023",WAS vs. ATL,108,L,Wizards,ATL
0022300049,"NOV 24, 2023",WAS @ MIL,128,L,Wizards,MIL
0022300225,"NOV 22, 2023",WAS @ CHA,114,L,Wizards,CHA
0022300219,"NOV 20, 2023",WAS vs. MIL,129,L,Wizards,MIL
0022300028,"NOV 17, 2023",WAS vs. NYK,99,L,Wizards,NYK
0022300192,"NOV 15, 2023",WAS vs. DAL,117,L,Wizards,DAL
0022300189,"NOV 13, 2023",WAS @ TOR,107,L,Wizards,TOR
0022300178,"NOV 12, 2023",WAS @ BKN,94,L,Wizards,BKN
0022300009,"NOV 10, 2023",WAS vs. CHA,117,L,Wizards,CHA
0022300157,"NOV 08, 2023",WAS @ CHA,132,W,Wizards,Wizards
0022300148,"NOV 06, 2023",WAS @ PHI,128,L,Wizards,PHI
0022300003,"NOV 03, 2023",WAS @ MIA,114,L,Wizards,MIA
0022300117,"NOV 01, 2023",WAS @ ATL,121,L,Wizards,ATL
0022300103,"OCT 30, 2023",WAS vs. BOS,107,L,Wizards,BOS
0022300089,"OCT 28, 2023",WAS vs. MEM,113,W,Wizards,Wizards
0022300064,"OCT 25, 2023",WAS @ IND,120,L,Wizards,IND
0022301197,"APR 14, 2024",DET @ SAS,95,L,Pistons,SAS
0022301181,"APR 12, 2024",DET @ DAL,107,W,Pistons,Pistons
0022301166,"APR 11, 2024",DET vs. CHI,105,L,Pistons,CHI
0022301145,"APR 09, 2024",DET @ PHI,102,L,Pistons,PHI
0022301128,"APR 06, 2024",DET @ BKN,103,L,Pistons,BKN
0022301121,"APR 05, 2024",DET @ MEM,90,L,Pistons,MEM
0022301104,"APR 03, 2024",DET @ ATL,113,L,Pistons,ATL
0022301088,"APR 01, 2024",DET vs. MEM,108,L,Pistons,MEM
0022301065,"MAR 29, 2024",DET @ WAS,96,W,Pistons,Pistons
0022301056,"MAR 27, 2024",DET @ MIN,91,L,Pistons,MIN
0022301035,"MAR 25, 2024",DET @ NYK,99,L,Pistons,NYK
0022301027,"MAR 24, 2024",DET vs. NOP,101,L,Pistons,NOP
0022301011,"MAR 22, 2024",DET vs. BOS,102,L,Pistons,BOS
0022300997,"MAR 20, 2024",DET vs. IND,103,L,Pistons,IND
0022300984,"MAR 18, 2024",DET @ BOS,94,L,Pistons,BOS
0022300977,"MAR 17, 2024",DET vs. MIA,101,L,Pistons,MIA
0022300962,"MAR 15, 2024",DET vs. MIA,95,L,Pistons,MIA
0022300946,"MAR 13, 2024",DET vs. TOR,113,W,Pistons,Pistons
0022300933,"MAR 11, 2024",DET vs. CHA,114,W,Pistons,Pistons
0022300919,"MAR 09, 2024",DET vs. DAL,124,L,Pistons,DAL
0022300902,"MAR 07, 2024",DET vs. BKN,118,W,Pistons,Pistons
0022300888,"MAR 05, 2024",DET @ MIA,110,L,Pistons,MIA
0022300874,"MAR 03, 2024",DET @ ORL,91,L,Pistons,ORL
0022300857,"MAR 01, 2024",DET vs. CLE,100,L,Pistons,CLE
0022300839,"FEB 27, 2024",DET @ CHI,105,W,Pistons,Pistons
0022300828,"FEB 26, 2024",DET @ NYK,111,L,Pistons,NYK
0022300814,"FEB 24, 2024",DET vs. ORL,109,L,Pistons,ORL
0022300793,"FEB 22, 2024",DET @ IND,115,L,Pistons,IND
0022300787,"FEB 14, 2024",DET @ PHX,100,L,Pistons,PHX
0022300776,"FEB 13, 2024",DET @ LAL,111,L,Pistons,LAL
0022300749,"FEB 10, 2024",DET @ LAC,106,L,Pistons,LAC
0022300741,"FEB 08, 2024",DET @ POR,128,W,Pistons,Pistons
0022300732,"FEB 07, 2024",DET @ SAC,133,W,Pistons,Pistons
0022300704,"FEB 04, 2024",DET vs. ORL,99,L,Pistons,ORL
0022300688,"FEB 02, 2024",DET vs. LAC,125,L,Pistons,LAC
0022300675,"JAN 31, 2024",DET @ CLE,121,L,Pistons,CLE
0022300654,"JAN 28, 2024",DET vs. OKC,120,W,Pistons,Pistons
0022300642,"JAN 27, 2024",DET vs. WAS,104,L,Pistons,WAS
0022300619,"JAN 24, 2024",DET vs. CHA,113,W,Pistons,Pistons
0022300606,"JAN 22, 2024",DET vs. MIL,113,L,Pistons,MIL
0022300592,"JAN 20, 2024",DET vs. MIL,135,L,Pistons,MIL
0022300569,"JAN 17, 2024",DET vs. MIN,117,L,Pistons,MIN
0022300558,"JAN 15, 2024",DET @ WAS,129,W,Pistons,Pistons
0022300534,"JAN 12, 2024",DET vs. HOU,110,L,Pistons,HOU
0022300519,"JAN 10, 2024",DET vs. SAS,108,L,Pistons,SAS
0022300512,"JAN 09, 2024",DET vs. SAC,110,L,Pistons,SAC
0022300502,"JAN 07, 2024",DET @ DEN,114,L,Pistons,DEN
0022300490,"JAN 05, 2024",DET @ GSW,109,L,Pistons,GSW
0022300474,"JAN 03, 2024",DET @ UTA,148,L,Pistons,UTA
0022300453,"JAN 01, 2024",DET @ HOU,113,L,Pistons,HOU
0022300440,"DEC 30, 2023",DET vs. TOR,129,W,Pistons,Pistons
0022300421,"DEC 28, 2023",DET @ BOS,122,L,Pistons,BOS
0022300406,"DEC 26, 2023",DET vs. BKN,112,L,Pistons,BKN
0022300394,"DEC 23, 2023",DET @ BKN,115,L,Pistons,BKN
0022300374,"DEC 21, 2023",DET vs. UTA,111,L,Pistons,UTA
0022300352,"DEC 18, 2023",DET @ ATL,124,L,Pistons,ATL
0022300334,"DEC 16, 2023",DET @ MIL,114,L,Pistons,MIL
0022300327,"DEC 15, 2023",DET @ PHI,92,L,Pistons,PHI
0022300310,"DEC 13, 2023",DET vs. PHI,111,L,Pistons,PHI
0022300293,"DEC 11, 2023",DET vs. IND,123,L,Pistons,IND
0022301217,"DEC 08, 2023",DET @ ORL,91,L,Pistons,ORL
0022301206,"DEC 06, 2023",DET vs. MEM,102,L,Pistons,MEM
0022300283,"DEC 02, 2023",DET vs. CLE,101,L,Pistons,CLE
0022300268,"NOV 30, 2023",DET @ NYK,112,L,Pistons,NYK
0022300258,"NOV 29, 2023",DET vs. LAL,107,L,Pistons,LAL
0022300253,"NOV 27, 2023",DET vs. WAS,107,L,Pistons,WAS
0022300047,"NOV 24, 2023",DET @ IND,113,L,Pistons,IND
0022300218,"NOV 20, 2023",DET vs. DEN,103,L,Pistons,DEN
0022300211,"NOV 19, 2023",DET @ TOR,113,L,Pistons,TOR
0022300030,"NOV 17, 2023",DET @ CLE,100,L,Pistons,CLE
0022300018,"NOV 14, 2023",DET vs. ATL,120,L,Pistons,ATL
0022300181,"NOV 12, 2023",DET @ CHI,108,L,Pistons,CHI
0022300008,"NOV 10, 2023",DET vs. PHI,106,L,Pistons,PHI
0022300165,"NOV 08, 2023",DET @ MIL,118,L,Pistons,MIL
0022300145,"NOV 06, 2023",DET vs. GSW,109,L,Pistons,GSW
0022300140,"NOV 05, 2023",DET vs. PHX,106,L,Pistons,PHX
0022300129,"NOV 02, 2023",DET @ NOP,116,L,Pistons,NOP
0022300115,"NOV 01, 2023",DET vs. POR,101,L,Pistons,POR
0022300109,"OCT 30, 2023",DET @ OKC,112,L,Pistons,OKC
0022300088,"OCT 28, 2023",DET vs. CHI,118,W,Pistons,Pistons
0022300077,"OCT 27, 2023",DET @ CHA,111,W,Pistons,Pistons
0022300068,"OCT 25, 2023",DET @ MIA,102,L,Pistons,MIA
0022301187,"APR 14, 2024",CHA @ CLE,120,W,Hornets,Hornets
0022301173,"APR 12, 2024",CHA @ BOS,98,L,Hornets,BOS
0022301159,"APR 10, 2024",CHA @ ATL,115,W,Hornets,Hornets
0022301144,"APR 09, 2024",CHA vs. DAL,104,L,Hornets,DAL
0022301135,"APR 07, 2024",CHA vs. OKC,118,L,Hornets,OKC
0022301115,"APR 05, 2024",CHA vs. ORL,124,W,Hornets,Hornets
0022301102,"APR 03, 2024",CHA vs. POR,86,L,Hornets,POR
0022301087,"APR 01, 2024",CHA vs. BOS,104,L,Hornets,BOS
0022301079,"MAR 31, 2024",CHA vs. LAC,118,L,Hornets,LAC
0022301062,"MAR 29, 2024",CHA vs. GSW,97,L,Hornets,GSW
0022301048,"MAR 27, 2024",CHA vs. CLE,118,W,Hornets,Hornets
0022301033,"MAR 25, 2024",CHA @ CLE,92,L,Hornets,CLE
0022301021,"MAR 23, 2024",CHA @ ATL,91,L,Hornets,ATL
0022300991,"MAR 19, 2024",CHA @ ORL,92,L,Hornets,ORL
0022300969,"MAR 16, 2024",CHA @ PHI,98,L,Hornets,PHI
0022300961,"MAR 15, 2024",CHA vs. PHX,96,L,Hornets,PHX
0022300950,"MAR 13, 2024",CHA @ MEM,110,W,Hornets,Hornets
0022300933,"MAR 11, 2024",CHA @ DET,97,L,Hornets,DET
0022300918,"MAR 09, 2024",CHA vs. BKN,110,W,Hornets,Hornets
0022300910,"MAR 08, 2024",CHA @ WAS,100,L,Hornets,WAS
0022300885,"MAR 05, 2024",CHA vs. ORL,89,L,Hornets,ORL
0022300875,"MAR 03, 2024",CHA @ TOR,106,L,Hornets,TOR
0022300858,"MAR 01, 2024",CHA @ PHI,114,L,Hornets,PHI
0022300849,"FEB 29, 2024",CHA vs. MIL,99,L,Hornets,MIL
0022300840,"FEB 27, 2024",CHA @ MIL,85,L,Hornets,MIL
0022300826,"FEB 25, 2024",CHA @ POR,93,W,Hornets,Hornets
0022300811,"FEB 23, 2024",CHA @ GSW,84,L,Hornets,GSW
0022300801,"FEB 22, 2024",CHA @ UTA,115,W,Hornets,Hornets
0022300777,"FEB 14, 2024",CHA vs. ATL,122,W,Hornets,Hornets
0022300761,"FEB 12, 2024",CHA vs. IND,111,W,Hornets,Hornets
0022300751,"FEB 10, 2024",CHA vs. MEM,115,W,Hornets,Hornets
0022300745,"FEB 09, 2024",CHA @ MIL,84,L,Hornets,MIL
0022300726,"FEB 07, 2024",CHA vs. TOR,117,L,Hornets,TOR
0022300713,"FEB 05, 2024",CHA vs. LAL,118,L,Hornets,LAL
0022300707,"FEB 04, 2024",CHA vs. IND,99,L,Hornets,IND
0022300695,"FEB 02, 2024",CHA @ OKC,106,L,Hornets,OKC
0022300674,"JAN 31, 2024",CHA vs. CHI,110,L,Hornets,CHI
0022300657,"JAN 29, 2024",CHA vs. NYK,92,L,Hornets,NYK
0022300647,"JAN 27, 2024",CHA vs. UTA,122,L,Hornets,UTA
0022300635,"JAN 26, 2024",CHA vs. HOU,104,L,Hornets,HOU
0022300619,"JAN 24, 2024",CHA @ DET,106,L,Hornets,DET
0022300610,"JAN 22, 2024",CHA @ MIN,128,W,Hornets,Hornets
0022300593,"JAN 20, 2024",CHA vs. PHI,89,L,Hornets,PHI
0022300584,"JAN 19, 2024",CHA vs. SAS,124,W,Hornets,Hornets
0022300575,"JAN 17, 2024",CHA @ NOP,112,L,Hornets,NOP
0022300551,"JAN 14, 2024",CHA @ MIA,87,L,Hornets,MIA
0022300541,"JAN 12, 2024",CHA @ SAS,99,L,Hornets,SAS
0022300518,"JAN 10, 2024",CHA vs. SAC,98,L,Hornets,SAC
0022300506,"JAN 08, 2024",CHA vs. CHI,112,L,Hornets,CHI
0022300484,"JAN 05, 2024",CHA @ CHI,91,L,Hornets,CHI
0022300464,"JAN 02, 2024",CHA @ SAC,111,W,Hornets,Hornets
0022300455,"JAN 01, 2024",CHA @ DEN,93,L,Hornets,DEN
0022300436,"DEC 29, 2023",CHA @ PHX,119,L,Hornets,PHX
0022300428,"DEC 28, 2023",CHA @ LAL,112,L,Hornets,LAL
0022300414,"DEC 26, 2023",CHA @ LAC,104,L,Hornets,LAC
0022300390,"DEC 23, 2023",CHA vs. DEN,95,L,Hornets,DEN
0022300365,"DEC 20, 2023",CHA @ IND,113,L,Hornets,IND
0022300354,"DEC 18, 2023",CHA @ TOR,99,L,Hornets,TOR
0022300335,"DEC 16, 2023",CHA vs. PHI,82,L,Hornets,PHI
0022300326,"DEC 15, 2023",CHA vs. NOP,107,L,Hornets,NOP
0022300312,"DEC 13, 2023",CHA @ MIA,104,L,Hornets,MIA
0022300292,"DEC 11, 2023",CHA vs. MIA,114,L,Hornets,MIA
0022301216,"DEC 08, 2023",CHA vs. TOR,119,W,Hornets,Hornets
0022301211,"DEC 06, 2023",CHA @ CHI,100,L,Hornets,CHI
0022300281,"DEC 02, 2023",CHA vs. MIN,117,L,Hornets,MIN
0022300266,"NOV 30, 2023",CHA @ BKN,129,W,Hornets,Hornets
0022300057,"NOV 28, 2023",CHA @ NYK,91,L,Hornets,NYK
0022300248,"NOV 26, 2023",CHA @ ORL,117,L,Hornets,ORL
0022300225,"NOV 22, 2023",CHA vs. WAS,117,W,Hornets,Hornets
0022300217,"NOV 20, 2023",CHA vs. BOS,121,W,Hornets,Hornets
0022300202,"NOV 18, 2023",CHA vs. NYK,108,L,Hornets,NYK
0022300027,"NOV 17, 2023",CHA vs. MIL,99,L,Hornets,MIL
0022300017,"NOV 14, 2023",CHA vs. MIA,105,L,Hornets,MIA
0022300177,"NOV 12, 2023",CHA @ NYK,107,L,Hornets,NYK
0022300009,"NOV 10, 2023",CHA @ WAS,124,W,Hornets,Hornets
0022300157,"NOV 08, 2023",CHA vs. WAS,116,L,Hornets,WAS
0022300143,"NOV 05, 2023",CHA @ DAL,118,L,Hornets,DAL
0022300133,"NOV 04, 2023",CHA @ IND,125,W,Hornets,Hornets
0022300122,"NOV 01, 2023",CHA @ HOU,119,L,Hornets,HOU
0022300101,"OCT 30, 2023",CHA vs. BKN,121,L,Hornets,BKN
0022300077,"OCT 27, 2023",CHA vs. DET,99,L,Hornets,DET
0022300063,"OCT 25, 2023",CHA vs. ATL,116,W,Hornets,Hornets
