PLAYER_NAME,TEAM_NAME,Efficiency_HOME,LOCATION_HOME,Efficiency_AWAY,LOCATION_AWAY,Efficiency_DIFF
Jusuf Nurkic,Phoenix Suns,20.63,HOME,20.24,AWAY,0.39000000000000057
Tobias Harris,Philadelphia 76ers,19.97,HOME,19.58,AWAY,0.39000000000000057
Bruce Brown,Indiana Pacers,14.56,HOME,14.18,AWAY,0.3800000000000008
Chimezie Metu,Detroit Pistons,14.88,HOME,14.5,AWAY,0.3800000000000008
Vasilije Micic,Charlotte Hornets,12.31,HOME,11.94,AWAY,0.370000000000001
Christian Braun,Denver Nuggets,9.4,HOME,9.03,AWAY,0.370000000000001
Cody Zeller,New Orleans Pelicans,4.19,HOME,3.82,AWAY,0.37000000000000055
Reggie Bullock Jr.,Houston Rockets,3.42,HOME,3.05,AWAY,0.3700000000000001
Gabe Vincent,Los Angeles Lakers,3.17,HOME,2.8,AWAY,0.3700000000000001
Fred VanVleet,Houston Rockets,21.31,HOME,20.94,AWAY,0.36999999999999744
Josh Okogie,Phoenix Suns,6.61,HOME,6.25,AWAY,0.3600000000000003
Reggie Jackson,Denver Nuggets,9.87,HOME,9.51,AWAY,0.35999999999999943
Pascal Siakam,Indiana Pacers,24.26,HOME,23.91,AWAY,0.3500000000000014
Eugene Omoruyi,Washington Wizards,5.3,HOME,5.65,AWAY,0.35000000000000053
Tre Jones,San Antonio Spurs,15.33,HOME,15.68,AWAY,0.34999999999999964
Bojan Bogdanovic,New York Knicks,6.83,HOME,7.18,AWAY,0.34999999999999964
Dorian Finney-Smith,Brooklyn Nets,10.91,HOME,10.56,AWAY,0.34999999999999964
AJ Green,Milwaukee Bucks,4.31,HOME,3.96,AWAY,0.34999999999999964
Isaiah Livers,Detroit Pistons,4.79,HOME,4.44,AWAY,0.34999999999999964
Craig Porter Jr.,Cleveland Cavaliers,7.54,HOME,7.2,AWAY,0.33999999999999986
Pat Connaughton,Milwaukee Bucks,8.12,HOME,8.45,AWAY,0.33000000000000007
Julian Phillips,Chicago Bulls,2.07,HOME,2.4,AWAY,0.33000000000000007
Thanasis Antetokounmpo,Milwaukee Bucks,1.11,HOME,1.44,AWAY,0.32999999999999985
Amir Coffey,LA Clippers,7.14,HOME,7.46,AWAY,0.3200000000000003
Chris Livingston,Milwaukee Bucks,1.91,HOME,1.6,AWAY,0.30999999999999983
LaMelo Ball,Charlotte Hornets,23.81,HOME,23.5,AWAY,0.3099999999999987
Mikal Bridges,Brooklyn Nets,17.36,HOME,17.66,AWAY,0.3000000000000007
Malachi Flynn,Toronto Raptors,6.29,HOME,6.59,AWAY,0.2999999999999998
Gordon Hayward,Charlotte Hornets,16.4,HOME,16.1,AWAY,0.29999999999999716
Braxton Key,Denver Nuggets,1.83,HOME,2.12,AWAY,0.29000000000000004
Aleksej Pokusevski,Oklahoma City Thunder,1.0,HOME,1.29,AWAY,0.29000000000000004
Precious Achiuwa,Toronto Raptors,10.33,HOME,10.62,AWAY,0.28999999999999915
Mitchell Robinson,New York Knicks,13.29,HOME,13.0,AWAY,0.28999999999999915
Jalen Suggs,Orlando Magic,12.94,HOME,13.22,AWAY,0.28000000000000114
LeBron James,Los Angeles Lakers,30.1,HOME,29.82,AWAY,0.28000000000000114
Jerami Grant,Portland Trail Blazers,16.83,HOME,17.11,AWAY,0.28000000000000114
Skylar Mays,Portland Trail Blazers,7.5,HOME,7.22,AWAY,0.28000000000000025
Otto Porter Jr.,Toronto Raptors,4.5,HOME,4.22,AWAY,0.28000000000000025
Keldon Johnson,San Antonio Spurs,15.94,HOME,16.21,AWAY,0.27000000000000135
Isaac Okoro,Cleveland Cavaliers,10.77,HOME,10.5,AWAY,0.2699999999999996
Jae'Sean Tate,Houston Rockets,6.22,HOME,6.48,AWAY,0.2600000000000007
Cameron Payne,Philadelphia 76ers,8.8,HOME,9.06,AWAY,0.2599999999999998
Patrick Beverley,Philadelphia 76ers,9.22,HOME,8.96,AWAY,0.2599999999999998
Aaron Nesmith,Indiana Pacers,13.19,HOME,13.44,AWAY,0.25
Saben Lee,Phoenix Suns,3.83,HOME,3.58,AWAY,0.25
Frank Ntilikina,Charlotte Hornets,1.25,HOME,1.0,AWAY,0.25
Mike Muscala,Washington Wizards,5.17,HOME,5.42,AWAY,0.25
Evan Fournier,Detroit Pistons,6.29,HOME,6.53,AWAY,0.2400000000000002
Jaylin Williams,Oklahoma City Thunder,7.12,HOME,7.36,AWAY,0.2400000000000002
RJ Barrett,New York Knicks,14.62,HOME,14.38,AWAY,0.23999999999999844
Corey Kispert,Washington Wizards,12.11,HOME,11.88,AWAY,0.22999999999999865
Maxwell Lewis,Los Angeles Lakers,0.0,HOME,-0.22,AWAY,0.22
Tristan Thompson,Cleveland Cavaliers,6.22,HOME,6.0,AWAY,0.21999999999999975
Cameron Johnson,Brooklyn Nets,14.0,HOME,13.79,AWAY,0.21000000000000085
Xavier Moon,LA Clippers,2.8,HOME,3.0,AWAY,0.20000000000000018
Jalen Duren,Detroit Pistons,22.97,HOME,22.77,AWAY,0.1999999999999993
Sam Hauser,Boston Celtics,9.9,HOME,10.1,AWAY,0.1999999999999993
Yuta Watanabe,Phoenix Suns,3.3,HOME,3.11,AWAY,0.18999999999999995
Julian Strawther,Denver Nuggets,3.67,HOME,3.85,AWAY,0.18000000000000016
Davion Mitchell,Sacramento Kings,5.41,HOME,5.58,AWAY,0.16999999999999993
Ricky Council IV,Philadelphia 76ers,5.0,HOME,5.17,AWAY,0.16999999999999993
Daishen Nix,Minnesota Timberwolves,1.29,HOME,1.12,AWAY,0.16999999999999993
James Johnson,Indiana Pacers,1.5,HOME,1.67,AWAY,0.16999999999999993
Kobe Brown,LA Clippers,2.88,HOME,3.04,AWAY,0.16000000000000014
Jerome Robinson,Golden State Warriors,0.71,HOME,0.87,AWAY,0.16000000000000003
Jaden Springer,Philadelphia 76ers,4.69,HOME,4.84,AWAY,0.14999999999999947
Colin Castleton,Los Angeles Lakers,2.0,HOME,1.86,AWAY,0.1399999999999999
Tim Hardaway Jr.,Dallas Mavericks,11.48,HOME,11.35,AWAY,0.13000000000000078
Terance Mann,LA Clippers,10.4,HOME,10.53,AWAY,0.129999999999999
Jericho Sims,New York Knicks,5.6,HOME,5.5,AWAY,0.09999999999999964
Brook Lopez,Milwaukee Bucks,16.07,HOME,15.97,AWAY,0.09999999999999964
Justin Holiday,Denver Nuggets,5.06,HOME,5.15,AWAY,0.09000000000000075
Robin Lopez,Milwaukee Bucks,1.0,HOME,1.09,AWAY,0.09000000000000008
Ousmane Dieng,Oklahoma City Thunder,4.38,HOME,4.47,AWAY,0.08999999999999986
Danuel House Jr.,Philadelphia 76ers,4.71,HOME,4.8,AWAY,0.08999999999999986
Mo Bamba,Philadelphia 76ers,8.07,HOME,8.0,AWAY,0.07000000000000028
Cason Wallace,Oklahoma City Thunder,8.61,HOME,8.54,AWAY,0.07000000000000028
Jabari Smith Jr.,Houston Rockets,17.27,HOME,17.34,AWAY,0.07000000000000028
Pascal Siakam,Toronto Raptors,23.32,HOME,23.25,AWAY,0.07000000000000028
Chimezie Metu,Phoenix Suns,6.61,HOME,6.68,AWAY,0.0699999999999994
RJ Barrett,Toronto Raptors,21.88,HOME,21.94,AWAY,0.060000000000002274
Lindy Waters III,Oklahoma City Thunder,4.0,HOME,3.94,AWAY,0.06000000000000005
Jarace Walker,Indiana Pacers,5.0,HOME,5.06,AWAY,0.05999999999999961
Austin Reaves,Los Angeles Lakers,18.22,HOME,18.27,AWAY,0.05000000000000071
DeMar DeRozan,Chicago Bulls,23.61,HOME,23.56,AWAY,0.05000000000000071
Terquavion Smith,Philadelphia 76ers,2.4,HOME,2.45,AWAY,0.050000000000000266
Damian Jones,Cleveland Cavaliers,4.1,HOME,4.05,AWAY,0.04999999999999982
Olivier Sarr,Oklahoma City Thunder,4.22,HOME,4.17,AWAY,0.04999999999999982
Xavier Tillman,Boston Celtics,6.57,HOME,6.62,AWAY,0.04999999999999982
Anthony Edwards,Minnesota Timberwolves,23.6,HOME,23.56,AWAY,0.0400000000000027
Jarred Vanderbilt,Los Angeles Lakers,9.29,HOME,9.33,AWAY,0.040000000000000924
Jaden Hardy,Dallas Mavericks,5.95,HOME,5.91,AWAY,0.040000000000000036
Nicolas Batum,Philadelphia 76ers,10.11,HOME,10.07,AWAY,0.03999999999999915
Nikola Jovic,Miami Heat,10.05,HOME,10.08,AWAY,0.02999999999999936
Kris Dunn,Utah Jazz,9.7,HOME,9.72,AWAY,0.02000000000000135
Josh Richardson,Miami Heat,10.64,HOME,10.62,AWAY,0.02000000000000135
Cam Thomas,Brooklyn Nets,16.86,HOME,16.87,AWAY,0.010000000000001563
Charlie Brown Jr.,New York Knicks,0.0,HOME,0.0,AWAY,0.0
Mamadi Diakite,New York Knicks,0.0,HOME,0.0,AWAY,0.0
Drew Peterson,Boston Celtics,4.0,HOME,4.0,AWAY,0.0
