PLAYER_ID,DISPLAY_FIRST_LAST,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL
203486,Mason Plumlee,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/203486.png
1641764,Brandin Podziemski,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1641764.png
1627751,Jakob Poeltl,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png
1630197,Aleksej Pokusevski,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630197.png
1629673,Jordan Poole,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629673.png
1629007,Jontay Porter,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629007.png
1641854,Craig Porter Jr.,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1641854.png
1629008,Michael Porter Jr.,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629008.png
203490,Otto Porter Jr.,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/203490.png
1626171,Bobby Portis,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/1626171.png
204001,Kristaps Porzingis,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png
1630695,Micah Potter,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630695.png
203939,Dwight Powell,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png
1626181,Norman Powell,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1626181.png
1630554,Jason Preston,1610612762,UTA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630554.png
1630563,Joshua Primo,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630563.png
1627752,Taurean Prince,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1627752.png
1630202,Payton Pritchard,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png
1641765,Olivier-Maxence Prosper,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641765.png
1630243,Trevelin Queen,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630243.png
1629674,Neemias Queta,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629674.png
1630193,Immanuel Quickley,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1630193.png
1631311,Lester Quinones,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1631311.png
1630186,Jahmi'us Ramsey,0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630186.png
203944,Julius Randle,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/203944.png
1641871,Duop Reath,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1641871.png
1630559,Austin Reaves,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630559.png
1629629,Cam Reddish,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629629.png
1630194,Paul Reed,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1630194.png
1629675,Naz Reid,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629675.png
1631197,Jared Rhoden,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631197.png
1630208,Nick Richards,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1630208.png
1626196,Josh Richardson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1626196.png
1629130,Duncan Robinson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png
1629010,Jerome Robinson,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1629010.png
1629011,Mitchell Robinson,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1629011.png
1631115,Orlando Robinson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631115.png
1630526,Jeremiah Robinson-Earl,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png
1631223,David Roddy,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1631223.png
1631157,Ryan Rollins,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/1631157.png
