SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300201,2024-05-07T00:00:00,CLE @ BOS,L,35.666666666666664,6,15,0.4,2,8,0.25,0,0,0.0,0,3,3,5,0,1,0,0,3,0,14,-19,28.1,0,0,26.0,1,6,6,6,6,4,5,8,5,2,7,8,8,8,2,4,4,7,12,5,3,1,7,11,6,10,8,1,1,9,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300137,2024-05-05T00:00:00,CLE vs. ORL,W,30.451666666666668,3,13,0.231,1,4,0.25,5,6,0.833,0,3,3,4,2,3,0,1,5,5,12,-3,28.6,0,0,26.0,1,1,1,1,12,11,7,11,8,9,7,1,1,4,2,4,4,10,4,1,3,8,11,1,10,5,5,1,1,9,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300136,2024-05-03T00:00:00,CLE @ ORL,L,43.31333333333333,10,17,0.588,1,4,0.25,0,0,0.0,0,7,7,5,3,2,0,0,2,3,21,-4,39.9,0,0,38.0,1,6,6,6,2,2,2,2,8,9,7,8,8,8,2,1,1,7,3,2,3,1,3,5,3,6,2,1,1,2,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300135,2024-04-30T00:00:00,CLE vs. ORL,W,38.83833333333333,9,16,0.563,3,5,0.6,2,3,0.667,1,4,5,5,2,0,0,1,2,4,23,9,34.5,0,0,36.0,1,1,1,1,4,3,4,3,4,6,2,3,2,5,1,3,3,7,4,9,3,8,3,3,2,2,3,1,1,3,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300134,2024-04-27T00:00:00,CLE @ ORL,L,32.17333333333333,5,11,0.455,2,5,0.4,2,3,0.667,0,3,3,6,2,0,1,0,1,3,14,-27,27.6,0,0,27.0,1,6,6,6,9,7,8,5,5,6,4,3,2,5,2,4,4,4,4,9,1,1,2,5,6,12,9,1,1,7,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300133,2024-04-25T00:00:00,CLE @ ORL,L,30.866666666666667,2,10,0.2,1,4,0.25,0,0,0.0,0,3,3,6,1,0,0,0,0,2,5,-22,16.6,0,0,15.0,1,6,6,6,11,12,11,12,8,9,7,8,8,8,2,4,4,4,11,9,3,1,1,8,12,11,12,1,1,12,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300132,2024-04-22T00:00:00,CLE vs. ORL,W,31.713333333333335,5,11,0.455,4,7,0.571,1,2,0.5,0,3,3,4,4,1,0,0,5,2,15,-4,23.6,0,0,28.0,1,1,1,1,10,7,8,5,1,3,3,7,5,7,2,4,4,10,2,5,3,1,11,8,4,6,11,1,1,6,1,1629636,Darius Garland
2023-24,1629636,Darius Garland,Darius,1610612739,CLE,Cleveland Cavaliers,0042300131,2024-04-20T00:00:00,CLE vs. ORL,W,32.38666666666666,6,11,0.545,2,6,0.333,0,0,0.0,0,3,3,8,5,1,0,0,4,5,14,8,27.6,0,0,29.0,1,1,1,1,8,4,8,4,5,4,5,8,8,8,2,4,4,2,1,5,3,1,9,1,6,3,9,1,1,5,1,1629636,Darius Garland
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300315,2024-05-30T00:00:00,MIN vs. DAL,L,3.033333333333333,3,3,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,6,4,7.2,0,0,7.0,1,6,6,6,5,1,1,1,3,3,3,3,3,3,1,4,3,2,1,1,1,1,1,3,3,4,3,1,1,3,1,1630568,Luka Garza
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300236,2024-05-16T00:00:00,MIN vs. DEN,W,7.783333333333333,2,3,0.667,1,2,0.5,3,4,0.75,0,2,2,0,0,0,0,0,0,2,8,9,10.4,0,0,11.0,1,1,1,1,1,2,1,4,1,1,2,2,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1630568,Luka Garza
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300233,2024-05-10T00:00:00,MIN vs. DEN,L,5.9,2,2,1.0,0,0,0.0,4,4,1.0,1,1,2,0,0,0,0,0,0,2,8,7,10.4,0,0,10.0,1,6,6,6,2,2,3,1,3,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1630568,Luka Garza
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300232,2024-05-06T00:00:00,MIN @ DEN,W,3.25,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,0,0,2,3,3.5,0,0,3.0,1,1,1,1,4,5,3,5,3,3,3,3,3,3,3,4,5,1,1,1,1,7,1,3,5,5,5,1,1,5,1,1630568,Luka Garza
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300163,2024-04-26T00:00:00,MIN @ PHX,W,0.47333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,1,1,7,6,6,6,3,3,3,3,3,3,3,4,5,2,1,1,1,1,1,3,6,6,6,1,1,6,1,1630568,Luka Garza
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300162,2024-04-23T00:00:00,MIN vs. PHX,W,2.0166666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5,0.0,0,0,0.0,1,1,1,1,6,6,6,6,3,3,3,3,3,3,3,4,5,2,1,1,1,1,1,3,6,7,6,1,1,6,1,1630568,Luka Garza
2023-24,1630568,Luka Garza,Luka,1610612750,MIN,Minnesota Timberwolves,0042300161,2024-04-20T00:00:00,MIN vs. PHX,W,3.3333333333333335,2,2,1.0,1,1,1.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,5,5,6.2,0,0,7.0,1,1,1,1,3,2,3,1,1,2,1,3,3,3,3,2,3,2,1,1,1,1,1,3,4,3,4,1,1,3,1,1630568,Luka Garza
2023-24,202331,Paul George,Paul,1610612746,LAC,LA Clippers,0042300176,2024-05-03T00:00:00,LAC @ DAL,L,42.2,6,18,0.333,2,10,0.2,4,4,1.0,2,9,11,5,2,1,1,3,3,5,18,-19,42.7,1,0,40.0,1,3,3,3,2,4,3,4,3,2,5,3,4,1,1,2,1,2,3,2,1,6,2,2,4,6,2,1,1,2,1,202331,Paul George
2023-24,202331,Paul George,Paul,1610612746,LAC,LA Clippers,0042300175,2024-05-01T00:00:00,LAC vs. DAL,L,32.78333333333333,4,13,0.308,2,6,0.333,5,6,0.833,1,10,11,4,3,0,0,1,2,5,15,-16,31.2,1,0,32.0,1,3,3,3,5,5,5,5,3,4,3,2,2,4,2,1,1,4,2,5,4,2,1,2,5,5,5,1,1,5,1,202331,Paul George
2023-24,202331,Paul George,Paul,1610612746,LAC,LA Clippers,0042300174,2024-04-28T00:00:00,LAC @ DAL,W,42.833333333333336,11,19,0.579,7,10,0.7,4,7,0.571,0,6,6,8,4,4,1,2,3,8,33,3,63.2,0,0,64.0,1,1,1,1,1,1,2,1,1,2,1,3,1,5,3,3,3,1,1,1,1,5,2,1,1,2,1,3,1,1,1,202331,Paul George
2023-24,202331,Paul George,Paul,1610612746,LAC,LA Clippers,0042300173,2024-04-26T00:00:00,LAC @ DAL,L,30.368333333333332,3,11,0.273,1,6,0.167,0,0,0.0,0,5,5,5,1,0,0,1,5,0,7,3,19.5,0,0,18.0,1,3,3,3,6,6,6,6,6,4,6,6,6,6,3,5,5,2,6,5,4,2,5,6,6,2,6,3,1,6,1,202331,Paul George
2023-24,202331,Paul George,Paul,1610612746,LAC,LA Clippers,0042300172,2024-04-23T00:00:00,LAC vs. DAL,L,36.7,7,14,0.5,2,5,0.4,6,6,1.0,0,2,2,4,2,1,1,0,5,5,22,-5,34.4,0,0,34.0,1,3,3,3,4,3,4,2,3,6,2,1,2,1,3,6,6,4,3,2,1,1,5,2,2,4,4,3,1,4,1,202331,Paul George
2023-24,202331,Paul George,Paul,1610612746,LAC,LA Clippers,0042300171,2024-04-21T00:00:00,LAC vs. DAL,W,37.54,8,20,0.4,4,12,0.333,2,2,1.0,0,6,6,3,2,1,0,1,4,2,22,7,34.7,0,0,37.0,1,1,1,1,3,2,1,3,2,1,3,5,5,1,3,3,3,6,3,2,4,2,4,5,2,1,3,3,1,3,1,202331,Paul George
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300226,2024-05-18T00:00:00,OKC @ DAL,L,10.488333333333333,1,3,0.333,0,2,0.0,0,0,0.0,3,1,4,1,1,0,0,0,1,0,2,2,7.3,0,0,7.0,1,7,7,7,10,8,10,7,7,7,7,4,4,4,1,9,4,7,5,3,5,1,5,6,8,6,10,1,1,10,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300225,2024-05-15T00:00:00,OKC vs. DAL,L,11.53,5,8,0.625,1,3,0.333,0,0,0.0,1,2,3,2,0,0,0,0,0,1,11,-3,17.6,0,0,17.0,1,7,7,7,8,2,4,1,3,4,3,4,4,4,3,6,5,4,8,3,5,1,1,3,4,8,4,1,1,4,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300224,2024-05-13T00:00:00,OKC @ DAL,W,12.291666666666666,2,8,0.25,1,3,0.333,0,0,0.0,0,0,0,2,2,1,1,3,1,0,5,6,12.0,0,0,12.0,1,1,1,1,7,7,4,8,3,4,3,4,4,4,5,10,10,4,2,1,1,10,5,6,7,5,7,1,1,6,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300223,2024-05-11T00:00:00,OKC @ DAL,L,13.4,4,8,0.5,1,4,0.25,0,0,0.0,0,2,2,1,0,0,0,0,1,1,9,-1,12.9,0,0,13.0,1,7,7,7,6,4,4,3,3,3,6,4,4,4,5,6,8,7,8,3,5,1,5,3,5,7,6,1,1,5,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300222,2024-05-09T00:00:00,OKC vs. DAL,L,10.766666666666667,3,6,0.5,0,2,0.0,2,2,1.0,0,2,2,0,1,0,0,0,0,1,8,-20,9.4,0,0,10.0,1,7,7,7,9,6,7,3,7,7,7,2,2,1,5,6,8,10,5,3,5,1,1,3,6,10,9,1,1,8,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300221,2024-05-07T00:00:00,OKC vs. DAL,W,16.866666666666667,1,4,0.25,0,2,0.0,0,0,0.0,1,4,5,2,0,0,1,1,0,0,2,-7,14.0,0,0,11.0,1,1,1,1,5,8,9,8,7,7,7,4,4,4,3,3,3,4,8,3,1,8,1,6,8,9,5,1,1,7,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300144,2024-04-29T00:00:00,OKC @ NOP,W,29.471666666666668,5,10,0.5,4,6,0.667,0,0,0.0,0,3,3,1,1,0,1,0,2,0,14,12,21.1,0,0,24.0,1,1,1,1,2,2,2,3,1,2,1,4,4,4,5,4,5,7,5,3,1,1,8,6,2,3,3,1,1,2,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300143,2024-04-27T00:00:00,OKC @ NOP,W,31.105,8,13,0.615,4,7,0.571,1,2,0.5,2,6,8,6,3,1,0,0,2,2,21,15,39.6,0,0,41.0,1,1,1,1,1,1,1,2,1,1,2,3,2,3,2,1,1,1,1,1,5,1,8,1,1,2,1,1,1,1,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300142,2024-04-24T00:00:00,OKC vs. NOP,W,25.703333333333333,4,9,0.444,1,3,0.333,4,4,1.0,0,6,6,3,2,0,0,0,2,2,13,28,22.7,0,0,23.0,1,1,1,1,3,4,3,6,3,4,3,1,1,1,5,1,2,2,2,3,5,1,8,1,3,1,2,1,1,3,1,1630581,Josh Giddey
2023-24,1630581,Josh Giddey,Josh,1610612760,OKC,Oklahoma City Thunder,0042300141,2024-04-21T00:00:00,OKC vs. NOP,W,19.596666666666668,1,6,0.167,0,2,0.0,0,0,0.0,0,3,3,3,2,0,1,1,0,0,2,7,11.1,0,0,10.0,1,1,1,1,4,8,7,10,7,7,7,4,4,4,5,4,5,2,2,3,1,8,1,6,8,4,8,1,1,8,1,1630581,Josh Giddey
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300226,2024-05-18T00:00:00,OKC @ DAL,L,42.7,14,25,0.56,4,5,0.8,4,7,0.571,0,3,3,8,0,0,2,0,3,8,36,0,57.6,0,0,55.0,1,7,7,7,1,1,2,2,1,1,1,8,5,9,7,9,9,2,9,8,2,1,3,2,1,6,5,4,1,3,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300225,2024-05-15T00:00:00,OKC vs. DAL,L,42.59,12,22,0.545,2,4,0.5,4,6,0.667,0,6,6,8,3,2,1,1,3,5,30,-3,55.2,0,0,52.0,1,7,7,7,2,5,6,3,3,4,4,8,7,8,7,6,6,2,2,2,7,2,3,7,6,8,6,4,1,6,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300224,2024-05-13T00:00:00,OKC @ DAL,W,41.8,14,27,0.519,0,1,0.0,6,6,1.0,1,7,8,5,0,2,2,2,4,3,34,1,63.1,0,0,55.0,1,1,1,1,4,1,1,5,9,10,9,5,7,1,3,5,5,7,9,2,2,8,8,10,2,5,3,4,1,3,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300223,2024-05-11T00:00:00,OKC @ DAL,L,42.0,10,23,0.435,2,3,0.667,9,10,0.9,2,8,10,6,5,1,5,1,5,5,31,-9,65.0,1,0,61.0,1,7,7,7,3,7,5,7,3,7,2,2,3,4,1,3,2,6,1,5,1,2,10,7,5,10,2,1,1,1,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300222,2024-05-09T00:00:00,OKC vs. DAL,L,41.193333333333335,13,24,0.542,1,3,0.333,6,6,1.0,2,10,12,8,2,1,2,1,1,7,33,-6,66.4,1,0,60.0,1,7,7,7,5,3,3,4,6,7,6,5,7,1,1,1,1,2,5,5,2,2,1,3,3,9,1,1,1,2,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300221,2024-05-07T00:00:00,OKC vs. DAL,W,36.86666666666667,8,19,0.421,2,4,0.5,11,13,0.846,1,8,9,9,2,1,2,1,2,7,29,21,60.3,0,0,55.0,1,1,1,1,9,8,9,8,3,4,4,1,1,6,3,3,4,1,5,5,2,2,2,3,7,3,4,4,1,3,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300144,2024-04-29T00:00:00,OKC @ NOP,W,40.416666666666664,8,21,0.381,1,4,0.25,7,13,0.538,1,9,10,3,2,0,2,5,4,11,24,7,44.5,1,0,42.0,1,1,1,1,6,8,7,10,6,4,7,3,1,10,3,2,2,10,5,8,2,10,8,1,9,4,9,1,1,9,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300143,2024-04-27T00:00:00,OKC @ NOP,W,36.946666666666665,8,20,0.4,1,5,0.2,7,9,0.778,1,4,5,8,3,4,1,1,3,6,24,22,54.0,0,0,48.0,1,1,1,1,8,8,8,9,6,1,8,3,4,7,3,8,8,2,2,1,7,2,3,5,9,2,7,4,1,7,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300142,2024-04-24T00:00:00,OKC vs. NOP,W,35.0,13,19,0.684,3,5,0.6,4,4,1.0,0,3,3,5,2,2,0,1,3,4,33,24,48.1,0,0,48.0,1,1,1,1,10,3,9,1,2,1,3,8,10,1,7,9,9,7,5,2,9,2,3,9,3,1,8,4,1,7,1,1628983,Shai Gilgeous-Alexander
2023-24,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,Oklahoma City Thunder,0042300141,2024-04-21T00:00:00,OKC vs. NOP,W,39.1,11,24,0.458,0,3,0.0,6,7,0.857,0,6,6,4,3,0,0,3,3,6,28,-1,38.2,0,0,38.0,1,1,1,1,7,6,3,6,9,7,9,5,5,5,7,6,6,9,2,8,9,9,3,5,8,7,10,4,1,10,1,1628983,Shai Gilgeous-Alexander
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300315,2024-05-30T00:00:00,MIN vs. DAL,L,26.466666666666665,4,8,0.5,0,0,0.0,1,2,0.5,2,3,5,1,2,1,0,1,1,2,9,-23,17.5,0,0,17.0,1,9,9,9,14,5,3,10,1,1,1,11,11,11,7,12,13,8,4,4,10,6,1,12,10,15,14,7,1,13,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300314,2024-05-28T00:00:00,MIN @ DAL,W,39.236666666666665,4,5,0.8,0,0,0.0,5,9,0.556,0,10,10,1,2,0,1,0,5,8,13,4,27.5,1,0,26.0,1,1,1,1,3,5,12,3,1,1,1,5,1,9,15,3,7,8,4,11,6,1,11,2,6,10,10,1,1,9,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300313,2024-05-26T00:00:00,MIN @ DAL,L,28.553333333333335,4,4,1.0,0,0,0.0,1,2,0.5,3,3,6,2,1,0,0,0,5,1,9,-8,18.2,0,0,17.0,1,9,9,9,12,5,15,1,1,1,1,11,11,11,5,12,12,3,7,11,10,1,11,14,10,13,13,7,1,13,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300312,2024-05-24T00:00:00,MIN vs. DAL,L,37.7,6,10,0.6,0,0,0.0,4,6,0.667,5,5,10,2,0,2,1,1,5,3,16,1,40.0,1,0,34.0,1,9,9,9,5,2,1,7,1,1,1,7,8,6,2,11,7,3,12,2,6,6,11,11,4,11,3,1,1,4,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300311,2024-05-22T00:00:00,MIN vs. DAL,L,37.605,4,8,0.5,0,0,0.0,4,6,0.667,1,6,7,1,0,1,2,1,3,6,12,10,30.9,0,0,26.0,1,9,9,9,6,5,3,10,1,1,1,7,8,6,13,10,11,8,12,4,2,6,5,4,8,6,8,7,1,9,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300237,2024-05-19T00:00:00,MIN @ DEN,W,35.61666666666667,3,7,0.429,0,0,0.0,7,9,0.778,2,7,9,1,3,1,2,1,6,9,13,10,31.3,0,0,29.0,1,1,1,1,8,11,8,14,1,1,1,1,1,5,7,8,9,8,3,4,2,6,15,1,6,6,7,7,1,7,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300236,2024-05-16T00:00:00,MIN vs. DEN,W,29.466666666666665,4,8,0.5,0,0,0.0,0,2,0.0,2,12,14,2,1,1,0,3,1,4,8,30,29.8,0,0,26.0,1,1,1,1,11,5,3,10,1,1,1,13,11,13,7,1,2,3,7,4,10,15,1,9,13,1,9,7,1,9,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300235,2024-05-14T00:00:00,MIN @ DEN,L,40.0,7,7,1.0,0,0,0.0,4,7,0.571,2,9,11,3,1,2,2,0,4,4,18,-2,46.7,1,0,40.0,1,9,9,9,1,1,8,1,1,1,1,7,5,8,7,6,6,1,7,2,2,1,6,9,2,12,1,1,1,1,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300234,2024-05-12T00:00:00,MIN vs. DEN,L,35.49166666666667,3,5,0.6,0,0,0.0,5,9,0.556,5,9,14,1,5,0,1,1,5,7,11,9,27.3,1,0,28.0,1,9,9,9,9,11,12,7,1,1,1,5,1,9,2,6,2,8,1,11,6,6,11,3,9,9,11,1,1,8,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300233,2024-05-10T00:00:00,MIN vs. DEN,L,26.95,3,5,0.6,0,0,0.0,0,2,0.0,2,2,4,1,0,0,0,1,4,2,6,-10,12.3,0,0,11.0,1,9,9,9,13,11,12,7,1,1,1,13,11,13,7,14,15,8,12,11,10,6,6,12,14,14,15,7,1,15,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300231,2024-05-04T00:00:00,MIN @ DEN,W,35.28333333333333,3,6,0.5,0,0,0.0,0,0,0.0,1,12,13,3,0,1,3,0,4,1,6,12,38.1,0,0,30.0,1,1,1,1,10,11,10,10,1,1,1,13,15,13,13,1,5,1,12,4,1,1,6,14,14,4,5,7,1,6,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300164,2024-04-28T00:00:00,MIN @ PHX,W,24.973333333333333,3,9,0.333,0,0,0.0,3,3,1.0,3,2,5,1,4,1,2,2,4,5,9,10,21.5,0,0,21.0,1,1,1,1,15,11,2,15,1,1,1,10,10,1,5,14,13,8,2,4,2,14,6,6,10,6,12,7,1,12,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300163,2024-04-26T00:00:00,MIN @ PHX,W,38.39333333333333,6,8,0.75,0,0,0.0,7,8,0.875,4,10,14,1,2,1,0,1,2,6,19,21,38.3,1,0,36.0,1,1,1,1,4,2,3,4,1,1,1,1,4,2,4,3,2,8,4,4,10,6,3,4,1,2,4,1,1,3,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300162,2024-04-23T00:00:00,MIN vs. PHX,W,39.24333333333333,6,8,0.75,0,0,0.0,6,7,0.857,2,7,9,2,1,3,1,1,2,5,18,12,42.8,0,0,37.0,1,1,1,1,2,2,3,4,1,1,1,3,5,3,7,8,9,3,7,1,6,6,3,6,2,4,2,7,1,2,1,203497,Rudy Gobert
2023-24,203497,Rudy Gobert,Rudy,1610612750,MIN,Minnesota Timberwolves,0042300161,2024-04-20T00:00:00,MIN vs. PHX,W,37.486666666666665,4,6,0.667,0,0,0.0,6,7,0.857,6,10,16,2,1,0,0,0,4,5,14,19,35.2,1,0,32.0,1,1,1,1,7,5,10,6,1,1,1,3,5,3,1,3,1,3,7,11,10,1,6,6,5,3,6,1,1,5,1,203497,Rudy Gobert
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300237,2024-05-19T00:00:00,DEN vs. MIN,L,42.38166666666667,2,5,0.4,0,0,0.0,0,0,0.0,4,0,4,2,1,0,1,1,5,1,4,-14,13.8,0,0,12.0,1,8,8,8,2,12,12,12,6,12,6,10,10,10,5,12,8,11,7,9,3,9,12,10,12,9,12,4,1,12,1,203932,Aaron Gordon
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300236,2024-05-16T00:00:00,DEN @ MIN,L,27.966666666666665,4,7,0.571,2,4,0.5,2,2,1.0,1,7,8,4,2,0,3,0,1,4,12,-27,34.6,0,0,32.0,1,8,8,8,12,8,7,5,3,2,4,5,6,1,9,3,5,7,2,9,1,1,2,1,7,11,5,4,1,4,1,203932,Aaron Gordon
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300235,2024-05-14T00:00:00,DEN vs. MIN,W,33.63333333333333,7,14,0.5,0,1,0.0,4,4,1.0,5,5,10,5,2,1,0,2,2,4,18,8,38.5,1,0,35.0,1,1,1,1,7,4,2,7,6,9,6,2,2,1,2,4,4,5,2,3,5,12,4,1,4,4,3,1,1,3,1,203932,Aaron Gordon
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300234,2024-05-12T00:00:00,DEN @ MIN,W,41.13333333333333,11,12,0.917,2,2,1.0,3,3,1.0,2,5,7,6,2,1,2,0,4,4,27,9,51.4,0,0,48.0,1,1,1,1,5,2,4,1,3,5,1,4,4,1,8,4,6,2,2,3,2,1,10,1,2,3,2,4,1,2,1,203932,Aaron Gordon
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300233,2024-05-10T00:00:00,DEN @ MIN,W,33.07833333333333,5,7,0.714,3,4,0.75,0,0,0.0,1,1,2,5,0,2,0,0,2,0,13,18,28.9,0,0,27.0,1,1,1,1,8,5,7,2,1,2,2,10,10,10,9,10,12,5,12,1,5,1,4,12,6,2,8,4,1,8,1,203932,Aaron Gordon
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300232,2024-05-06T00:00:00,DEN vs. MIN,L,33.075,8,14,0.571,3,5,0.6,1,2,0.5,3,1,4,2,1,1,0,0,2,1,20,-33,29.8,0,0,31.0,1,8,8,8,9,3,2,5,1,1,3,7,6,7,6,10,8,11,7,3,5,1,4,10,3,12,7,4,1,5,1,203932,Aaron Gordon
2023-24,203932,Aaron Gordon,Aaron,1610612743,DEN,Denver Nuggets,0042300231,2024-05-04T00:00:00,DEN vs. MIN,L,32.55166666666667,4,6,0.667,0,1,0.0,1,3,0.333,1,2,3,6,1,2,0,0,4,4,9,-23,26.6,0,0,22.0,1,8,8,8,10,8,11,3,6,9,6,7,4,9,9,9,10,2,7,1,5,1,10,1,9,10,9,4,1,10,1,203932,Aaron Gordon
