SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,PlayerID,PlayerName
2023-24,1626166,Cameron Payne,Cameron,1610612755,PHI,Philadelphia 76ers,0042300115,2024-04-30T00:00:00,PHI @ NYK,W,13.631666666666666,2,5,0.4,2,5,0.4,0,0,0.0,0,2,2,1,0,0,0,0,2,0,6,-7,9.9,0,0,11.0,1,1,1,1,4,2,3,3,2,2,2,1,1,1,1,1,1,3,3,2,4,1,2,2,2,5,3,1,1,3,1,1626166,Cameron Payne
2023-24,1626166,Cameron Payne,Cameron,1610612755,PHI,Philadelphia 76ers,0042300114,2024-04-28T00:00:00,PHI vs. NYK,L,13.766666666666667,2,4,0.5,1,3,0.333,0,0,0.0,0,1,1,0,1,0,1,0,1,1,5,-5,8.2,0,0,9.0,1,3,3,3,3,2,4,2,4,4,3,1,1,1,1,3,3,4,2,2,2,1,1,1,4,4,4,1,1,4,1,1626166,Cameron Payne
2023-24,1626166,Cameron Payne,Cameron,1610612755,PHI,Philadelphia 76ers,0042300113,2024-04-25T00:00:00,PHI vs. NYK,W,15.666666666666666,4,7,0.571,3,4,0.75,0,0,0.0,0,1,1,3,2,0,2,1,3,0,11,9,20.7,0,0,22.0,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,3,3,1,1,2,1,4,5,2,1,1,1,1,1,1,1,1626166,Cameron Payne
2023-24,1626166,Cameron Payne,Cameron,1610612755,PHI,Philadelphia 76ers,0042300111,2024-04-20T00:00:00,PHI @ NYK,L,2.566666666666667,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,2,0,0,0,3.0,0,0,2.0,1,3,3,3,5,5,5,5,5,5,5,1,1,1,1,5,5,4,3,2,2,4,2,2,5,2,5,1,1,5,1,1626166,Cameron Payne
2023-24,1629618,Jalen Pickett,Jalen,1610612743,DEN,Denver Nuggets,0042300236,2024-05-16T00:00:00,DEN @ MIN,L,5.433333333333334,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,0,2,2,7.7,0,0,6.0,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1629618,Jalen Pickett
2023-24,1629618,Jalen Pickett,Jalen,1610612743,DEN,Denver Nuggets,0042300233,2024-05-10T00:00:00,DEN @ MIN,W,1.8333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-2,0.0,0,0,0.0,1,1,1,1,3,3,3,3,1,2,1,1,1,1,1,2,2,2,1,1,2,1,3,1,3,2,3,1,1,3,1,1629618,Jalen Pickett
2023-24,1629618,Jalen Pickett,Jalen,1610612743,DEN,Denver Nuggets,0042300232,2024-05-06T00:00:00,DEN vs. MIN,L,3.4833333333333334,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-2,2.0,0,0,2.0,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1629618,Jalen Pickett
2023-24,203486,Mason Plumlee,Mason,1610612746,LAC,LA Clippers,0042300176,2024-05-03T00:00:00,LAC @ DAL,L,1.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,-7,0.0,0,0,0.0,1,3,3,3,6,5,6,5,1,1,1,4,4,4,5,6,6,3,3,4,2,1,1,4,6,5,6,1,1,6,1,203486,Mason Plumlee
2023-24,203486,Mason Plumlee,Mason,1610612746,LAC,LA Clippers,0042300175,2024-05-01T00:00:00,LAC vs. DAL,L,16.466666666666665,1,6,0.167,0,0,0.0,1,2,0.5,4,1,5,0,1,1,0,1,3,2,3,-10,11.0,0,0,10.0,1,3,3,3,1,3,1,4,1,1,1,2,2,2,1,4,1,3,1,1,2,4,5,1,3,6,3,1,1,2,1,203486,Mason Plumlee
2023-24,203486,Mason Plumlee,Mason,1610612746,LAC,LA Clippers,0042300174,2024-04-28T00:00:00,LAC @ DAL,W,14.341666666666667,3,3,1.0,0,0,0.0,0,0,0.0,1,3,4,3,0,0,2,0,5,0,6,12,21.3,0,0,17.0,1,1,1,1,2,1,3,1,1,1,1,4,4,4,2,3,4,1,3,4,1,1,6,4,2,1,1,1,1,1,1,203486,Mason Plumlee
2023-24,203486,Mason Plumlee,Mason,1610612746,LAC,LA Clippers,0042300173,2024-04-26T00:00:00,LAC @ DAL,L,10.245,2,2,1.0,0,0,0.0,3,4,0.75,0,1,1,0,1,1,0,0,1,2,7,-6,10.2,0,0,10.0,1,3,3,3,5,2,5,1,1,1,1,1,1,1,5,4,5,3,1,1,2,1,1,1,1,4,4,1,1,2,1,203486,Mason Plumlee
2023-24,203486,Mason Plumlee,Mason,1610612746,LAC,LA Clippers,0042300172,2024-04-23T00:00:00,LAC vs. DAL,L,10.91,0,3,0.0,0,0,0.0,1,2,0.5,1,4,5,0,0,0,0,2,1,2,1,-3,7.0,0,0,6.0,1,3,3,3,4,5,3,5,1,1,1,2,2,2,2,1,1,3,3,4,2,5,1,1,5,3,5,1,1,5,1,203486,Mason Plumlee
2023-24,203486,Mason Plumlee,Mason,1610612746,LAC,LA Clippers,0042300171,2024-04-21T00:00:00,LAC vs. DAL,W,12.633333333333333,1,4,0.25,0,0,0.0,0,0,0.0,1,4,5,1,0,1,0,3,2,0,2,4,12.5,0,0,10.0,1,1,1,1,3,3,2,3,1,1,1,4,4,4,2,1,1,2,3,1,2,6,4,4,4,2,2,1,1,2,1,203486,Mason Plumlee
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300237,2024-05-19T00:00:00,DEN vs. MIN,L,34.44833333333333,3,12,0.25,1,6,0.167,0,0,0.0,1,8,9,0,0,0,2,1,3,0,7,-9,23.8,0,0,21.0,1,8,8,8,10,9,6,11,9,8,9,7,7,7,2,4,3,11,10,8,1,8,6,9,10,9,8,3,1,8,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300236,2024-05-16T00:00:00,DEN @ MIN,L,30.633333333333333,3,9,0.333,1,6,0.167,1,1,1.0,1,5,6,1,2,0,1,0,4,1,8,-28,17.7,0,0,18.0,1,8,8,8,11,9,11,9,9,8,9,6,6,1,2,8,7,3,2,8,4,1,11,5,9,12,11,3,1,11,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300235,2024-05-14T00:00:00,DEN vs. MIN,W,35.545,2,10,0.2,2,7,0.286,0,0,0.0,1,6,7,1,2,0,2,2,3,0,6,4,19.9,0,0,20.0,1,1,1,1,7,11,9,12,7,3,8,7,7,7,2,6,6,3,2,8,1,11,6,9,11,5,10,3,1,10,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300234,2024-05-12T00:00:00,DEN @ MIN,W,35.458333333333336,2,4,0.5,0,2,0.0,0,0,0.0,0,3,3,1,1,0,1,0,3,1,4,5,11.1,0,0,10.0,1,1,1,1,8,11,12,5,12,12,12,7,7,7,8,12,12,3,8,8,4,1,6,5,12,4,12,3,1,12,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300233,2024-05-10T00:00:00,DEN @ MIN,W,30.266666666666666,6,10,0.6,4,5,0.8,5,6,0.833,0,4,4,1,2,1,0,1,5,4,21,25,28.3,0,0,32.0,1,1,1,1,12,6,9,3,3,11,1,1,1,3,8,9,10,3,2,4,8,8,12,2,4,1,7,3,1,7,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300232,2024-05-06T00:00:00,DEN vs. MIN,L,39.395,4,12,0.333,1,7,0.143,0,0,0.0,1,4,5,2,4,1,1,1,0,1,9,-21,20.0,0,0,21.0,1,8,8,8,4,8,6,9,9,3,11,7,7,7,2,9,9,2,1,4,4,8,1,5,8,11,9,3,1,8,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300231,2024-05-04T00:00:00,DEN vs. MIN,L,40.098333333333336,6,13,0.462,4,7,0.571,4,6,0.667,0,6,6,1,2,3,1,2,1,5,20,-9,38.7,0,0,39.0,1,8,8,8,2,6,4,8,3,3,4,3,1,5,8,6,7,3,2,1,4,11,3,1,5,9,3,3,1,4,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300155,2024-04-29T00:00:00,DEN vs. LAL,W,45.93,8,12,0.667,5,7,0.714,5,6,0.833,0,4,4,1,1,2,0,0,3,4,26,12,37.3,0,0,40.0,1,1,1,1,1,2,6,1,2,3,2,1,1,3,8,9,10,3,8,2,8,1,6,2,2,2,5,3,1,3,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300154,2024-04-27T00:00:00,DEN @ LAL,L,40.09166666666667,10,20,0.5,4,11,0.364,3,5,0.6,2,9,11,1,2,1,0,0,1,2,27,4,42.7,1,0,45.0,1,8,8,8,3,1,1,5,3,1,6,4,4,6,1,1,1,3,2,4,8,1,3,4,1,5,1,1,1,1,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300153,2024-04-25T00:00:00,DEN @ LAL,W,35.045,8,16,0.5,2,6,0.333,2,2,1.0,1,9,10,3,2,0,0,0,3,1,20,2,34.5,1,0,35.0,1,1,1,1,9,2,2,5,7,8,7,5,5,1,2,1,2,1,2,8,8,1,6,5,5,7,6,1,1,6,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300152,2024-04-22T00:00:00,DEN vs. LAL,W,38.083333333333336,8,13,0.615,6,10,0.6,0,0,0.0,0,9,9,1,0,2,0,0,0,0,22,-4,40.3,0,0,42.0,1,1,1,1,5,2,4,2,1,2,3,7,7,7,8,1,3,3,10,2,8,1,1,9,3,8,2,3,1,2,1,1629008,Michael Porter Jr.
2023-24,1629008,Michael Porter Jr.,Michael,1610612743,DEN,Denver Nuggets,0042300151,2024-04-20T00:00:00,DEN vs. LAL,W,37.6,8,15,0.533,3,7,0.429,0,0,0.0,1,7,8,0,0,1,2,0,1,0,19,10,37.6,0,0,36.0,1,1,1,1,6,2,3,4,6,3,5,7,7,7,2,5,5,11,10,4,1,1,3,9,7,3,4,3,1,5,1,1629008,Michael Porter Jr.
2023-24,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02T00:00:00,MIL @ IND,L,35.92,8,17,0.471,1,1,1.0,3,7,0.429,6,9,15,2,2,0,0,0,2,6,20,-10,39.0,1,0,38.0,1,3,3,3,3,2,2,3,1,5,1,1,1,4,1,3,2,1,3,4,2,1,4,1,2,6,3,1,1,3,1,1626171,Bobby Portis
2023-24,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042300125,2024-04-30T00:00:00,MIL vs. IND,W,39.415,14,24,0.583,1,3,0.333,0,0,0.0,3,7,10,1,1,1,0,0,1,1,29,30,44.5,1,0,43.0,1,1,1,1,2,1,1,1,1,1,2,5,5,5,3,5,5,3,4,1,2,1,2,5,1,1,1,1,1,1,1,1626171,Bobby Portis
2023-24,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28T00:00:00,MIL @ IND,L,6.983333333333333,2,4,0.5,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,0,0,0,4,-1,7.6,0,0,7.0,1,3,3,3,6,6,6,2,4,5,4,5,5,5,5,6,6,5,5,4,2,1,1,6,6,3,6,6,1,6,1,1626171,Bobby Portis
2023-24,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042300123,2024-04-26T00:00:00,MIL @ IND,L,43.75,7,15,0.467,1,3,0.333,2,2,1.0,5,13,18,0,3,1,1,1,3,2,17,-1,41.6,1,0,40.0,1,3,3,3,1,3,4,4,1,1,2,2,3,1,2,1,1,5,1,1,1,4,5,3,3,3,2,1,1,2,1,1626171,Bobby Portis
2023-24,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042300122,2024-04-23T00:00:00,MIL vs. IND,L,30.066666666666666,6,16,0.375,0,2,0.0,2,3,0.667,2,9,11,2,0,1,0,2,1,4,14,-5,33.2,1,0,29.0,1,3,3,3,5,5,3,6,4,3,4,2,2,3,4,3,3,1,5,1,2,5,2,2,5,5,4,1,1,4,1,1626171,Bobby Portis
2023-24,1626171,Bobby Portis,Bobby,1610612749,MIL,Milwaukee Bucks,0042300121,2024-04-21T00:00:00,MIL vs. IND,W,30.716666666666665,7,15,0.467,0,2,0.0,1,1,1.0,0,11,11,1,3,0,0,2,6,2,15,23,26.7,1,0,27.0,1,1,1,1,4,3,4,4,4,3,4,4,4,1,5,2,3,3,1,4,2,5,6,3,4,2,5,1,1,5,1,1626171,Bobby Portis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,16.083333333333332,2,4,0.5,0,2,0.0,1,2,0.5,0,1,1,0,0,0,0,0,2,5,5,8,6.2,0,0,6.0,1,1,1,1,6,5,7,5,5,7,5,6,5,6,4,7,7,5,4,4,6,1,3,2,7,6,7,1,1,7,1,204001,Kristaps Porzingis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300402,2024-06-09T00:00:00,BOS vs. DAL,W,23.218333333333334,4,7,0.571,0,3,0.0,4,4,1.0,0,4,4,1,0,0,2,0,2,3,12,12,24.3,0,0,21.0,1,1,1,1,4,4,5,2,5,5,5,2,2,1,4,3,4,3,4,4,2,1,3,5,4,3,5,1,1,5,1,204001,Kristaps Porzingis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300401,2024-06-06T00:00:00,BOS vs. DAL,W,20.566666666666666,8,13,0.615,2,4,0.5,2,2,1.0,0,6,6,0,1,0,3,0,1,2,20,13,35.2,0,0,34.0,1,1,1,1,5,1,1,1,3,3,2,5,5,1,4,1,2,5,3,4,1,1,1,7,1,2,2,1,1,1,1,204001,Kristaps Porzingis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300104,2024-04-29T00:00:00,BOS @ MIA,W,13.516666666666667,1,5,0.2,1,3,0.333,4,4,1.0,0,3,3,0,0,0,0,0,1,3,7,9,10.6,0,0,11.0,1,1,1,1,7,6,6,6,4,5,4,2,2,1,4,5,6,5,4,4,6,1,1,5,5,5,6,1,1,6,1,204001,Kristaps Porzingis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300103,2024-04-27T00:00:00,BOS @ MIA,W,27.416666666666668,5,9,0.556,3,5,0.6,5,6,0.833,1,4,5,2,0,1,2,1,3,4,18,12,36.0,0,0,34.0,1,1,1,1,3,3,3,3,2,2,1,1,1,5,2,3,3,2,4,2,2,7,5,3,2,3,1,1,1,1,1,204001,Kristaps Porzingis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300102,2024-04-24T00:00:00,BOS vs. MIA,L,29.956666666666667,1,9,0.111,0,4,0.0,4,4,1.0,2,6,8,4,2,3,2,0,3,6,6,-32,34.6,0,0,28.0,1,7,7,7,2,6,3,7,5,3,5,2,2,1,1,1,1,1,1,1,2,1,5,1,6,7,3,1,1,4,1,204001,Kristaps Porzingis
2023-24,204001,Kristaps Porzingis,Kristaps,1610612738,BOS,Boston Celtics,0042300101,2024-04-21T00:00:00,BOS vs. MIA,W,34.086666666666666,7,13,0.538,4,8,0.5,0,0,0.0,1,3,4,1,2,1,2,0,3,4,18,17,31.3,0,0,33.0,1,1,1,1,1,2,1,4,1,1,2,7,7,7,2,5,4,3,1,2,2,1,5,3,2,1,4,1,1,3,1,204001,Kristaps Porzingis
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300405,2024-06-17T00:00:00,DAL @ BOS,L,2.6166666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,3,1.2,0,0,1.0,1,9,9,9,9,2,3,2,1,1,1,3,4,3,3,4,5,3,4,2,1,1,1,4,4,3,7,1,1,7,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300404,2024-06-14T00:00:00,DAL vs. BOS,W,8.066666666666666,0,0,0.0,0,0,0.0,0,0,0.0,1,2,3,2,1,0,0,0,1,0,0,10,5.6,0,0,5.0,1,1,1,1,1,2,3,2,1,1,1,3,4,3,2,1,1,1,1,2,1,1,6,4,4,1,2,1,1,2,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300401,2024-06-06T00:00:00,DAL @ BOS,L,4.966666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,7,0.0,0,0,0.0,1,9,9,9,4,2,3,2,1,1,1,3,4,3,3,7,8,3,4,2,1,1,6,4,4,2,8,1,1,8,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300315,2024-05-30T00:00:00,DAL @ MIN,W,3.033333333333333,1,1,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,0,1,0,2,-4,2.2,0,0,3.0,1,1,1,1,7,1,2,1,1,1,1,3,4,3,3,4,5,3,1,2,1,1,6,4,1,11,6,1,1,3,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300314,2024-05-28T00:00:00,DAL vs. MIN,L,3.1333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,-4,-1.0,0,0,0.0,1,9,9,9,6,2,3,2,1,1,1,3,4,3,3,7,8,3,1,2,1,1,6,4,4,11,13,1,1,8,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300313,2024-05-26T00:00:00,DAL vs. MIN,W,7.666666666666667,0,2,0.0,0,0,0.0,2,2,1.0,0,2,2,0,0,1,0,0,2,1,2,-1,7.4,0,0,6.0,1,1,1,1,2,2,1,2,1,1,1,1,1,1,3,1,2,3,4,1,1,1,13,1,1,6,1,1,1,1,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300225,2024-05-15T00:00:00,DAL @ OKC,W,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1,1,1,1,13,2,3,2,1,1,1,3,4,3,3,7,8,3,4,2,1,1,1,4,4,4,8,1,1,8,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300222,2024-05-09T00:00:00,DAL @ OKC,W,0.42333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,1,1,1,12,2,3,2,1,1,1,3,4,3,3,7,8,3,4,2,1,1,1,4,4,8,8,1,1,8,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300221,2024-05-07T00:00:00,DAL @ OKC,L,5.233333333333333,0,0,0.0,0,0,0.0,0,2,0.0,0,2,2,0,0,0,0,0,1,1,0,0,2.4,0,0,2.0,1,9,9,9,3,2,3,2,1,1,1,3,1,3,3,1,2,3,4,2,1,1,6,1,4,4,5,1,1,6,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300176,2024-05-03T00:00:00,DAL vs. LAC,W,1.2333333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0,0.0,1,1,1,1,10,2,3,2,1,1,1,3,4,3,3,7,8,3,4,2,1,1,1,4,4,6,8,1,1,8,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300175,2024-05-01T00:00:00,DAL @ LAC,W,4.4,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,0,1,0,0,-2,3.9,0,0,3.0,1,1,1,1,5,2,3,2,1,1,1,3,4,3,1,7,2,2,4,2,1,1,6,4,4,8,3,1,1,3,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300173,2024-04-26T00:00:00,DAL vs. LAC,W,2.783333333333333,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,0,0,0,0,0,1,1,2,-4,3.2,0,0,3.0,1,1,1,1,8,2,3,2,1,1,1,1,1,1,3,4,5,3,4,2,1,1,6,1,1,11,4,1,1,3,1,203939,Dwight Powell
2023-24,203939,Dwight Powell,Dwight,1610612742,DAL,Dallas Mavericks,0042300171,2024-04-21T00:00:00,DAL @ LAC,L,0.8933333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.0,1,9,9,9,11,2,3,2,1,1,1,3,4,3,3,7,8,3,4,2,1,1,1,4,4,8,8,1,1,8,1,203939,Dwight Powell
2023-24,1626181,Norman Powell,Norman,1610612746,LAC,LA Clippers,0042300176,2024-05-03T00:00:00,LAC @ DAL,L,35.96666666666667,6,14,0.429,2,6,0.333,6,8,0.75,0,4,4,0,0,0,0,0,4,5,20,6,24.8,0,0,26.0,1,3,3,3,1,2,1,3,3,1,5,1,1,2,3,2,2,3,5,4,1,1,4,1,2,1,2,1,1,2,1,1626181,Norman Powell
2023-24,1626181,Norman Powell,Norman,1610612746,LAC,LA Clippers,0042300175,2024-05-01T00:00:00,LAC vs. DAL,L,24.366666666666667,5,12,0.417,1,6,0.167,3,4,0.75,1,1,2,0,1,1,0,0,3,4,14,-21,18.4,0,0,19.0,1,3,3,3,6,3,2,4,5,1,6,2,2,2,2,4,4,3,3,1,1,1,2,2,3,6,3,1,1,3,1,1626181,Norman Powell
2023-24,1626181,Norman Powell,Norman,1610612746,LAC,LA Clippers,0042300174,2024-04-28T00:00:00,LAC @ DAL,W,32.4,4,8,0.5,3,5,0.6,0,0,0.0,0,0,0,0,1,1,0,0,3,0,11,3,13.0,0,0,16.0,1,1,1,1,2,4,5,2,2,4,2,4,4,4,3,6,6,3,3,1,1,1,2,5,4,3,5,1,1,4,1,1626181,Norman Powell
2023-24,1626181,Norman Powell,Norman,1610612746,LAC,LA Clippers,0042300173,2024-04-26T00:00:00,LAC @ DAL,L,30.35,7,11,0.636,4,6,0.667,3,3,1.0,0,6,6,1,3,0,0,1,4,2,21,-11,26.7,0,0,32.0,1,3,3,3,3,1,3,1,1,1,1,2,3,1,3,1,1,1,1,4,1,5,4,3,1,5,1,1,1,1,1,1626181,Norman Powell
2023-24,1626181,Norman Powell,Norman,1610612746,LAC,LA Clippers,0042300172,2024-04-23T00:00:00,LAC vs. DAL,L,25.941666666666666,2,10,0.2,2,4,0.5,0,0,0.0,2,2,4,0,0,1,0,1,2,1,6,-4,13.8,0,0,14.0,1,3,3,3,5,5,4,6,3,5,3,4,4,4,1,3,2,3,5,1,1,5,1,4,5,4,4,1,1,5,1,1626181,Norman Powell
2023-24,1626181,Norman Powell,Norman,1610612746,LAC,LA Clippers,0042300171,2024-04-21T00:00:00,LAC vs. DAL,W,29.7,2,6,0.333,1,2,0.5,0,0,0.0,0,1,1,1,2,0,0,0,4,0,5,5,5.7,0,0,8.0,1,1,1,1,4,5,6,5,5,6,3,4,4,4,3,4,5,1,2,4,1,1,4,5,6,2,6,1,1,6,1,1626181,Norman Powell
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,0042300155,2024-04-29T00:00:00,LAL @ DEN,L,19.188333333333333,0,5,0.0,0,3,0.0,4,4,1.0,0,1,1,0,0,0,1,0,2,3,4,-5,8.2,0,0,7.0,1,2,2,2,5,5,4,5,5,3,5,1,1,1,2,4,4,3,2,2,1,1,3,1,5,5,5,1,1,5,1,1627752,Taurean Prince
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,0042300154,2024-04-27T00:00:00,LAL vs. DEN,W,29.483333333333334,3,7,0.429,1,4,0.25,2,2,1.0,0,3,3,1,1,1,0,0,4,1,9,4,16.1,0,0,16.0,1,1,1,1,1,2,1,3,2,1,3,2,2,1,2,2,2,2,1,1,3,1,5,3,2,1,2,1,1,2,1,1627752,Taurean Prince
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,0042300153,2024-04-25T00:00:00,LAL vs. DEN,L,20.168333333333333,3,7,0.429,1,4,0.25,0,0,0.0,1,0,1,2,0,0,0,0,1,0,7,-4,11.2,0,0,11.0,1,2,2,2,4,2,1,3,2,1,3,4,4,4,1,5,4,1,2,2,3,1,2,4,3,4,3,1,1,3,1,1627752,Taurean Prince
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,0042300152,2024-04-22T00:00:00,LAL @ DEN,L,21.628333333333334,2,3,0.667,2,3,0.667,0,0,0.0,0,3,3,0,0,0,0,0,2,0,6,2,9.6,0,0,11.0,1,2,2,2,2,4,5,1,1,3,1,4,4,4,2,2,2,3,2,2,3,1,3,4,4,2,4,1,1,3,1,1627752,Taurean Prince
2023-24,1627752,Taurean Prince,Taurean,1610612747,LAL,Los Angeles Lakers,0042300151,2024-04-20T00:00:00,LAL @ DEN,L,20.416666666666668,4,7,0.571,1,3,0.333,2,2,1.0,0,4,4,0,0,0,1,1,0,2,11,0,18.8,0,0,18.0,1,2,2,2,3,1,1,2,2,3,2,2,2,1,2,1,1,3,2,2,1,5,1,2,1,3,1,1,1,1,1,1627752,Taurean Prince
2023-24,1630202,Payton Pritchard,Payton,1610612738,BOS,Boston Celtics,0042300405,2024-06-17T00:00:00,BOS vs. DAL,W,1.4166666666666667,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,3,1,3.0,0,0,4.0,1,1,1,1,19,12,18,1,7,17,1,6,6,6,12,13,18,17,11,5,1,1,1,9,13,10,18,1,1,16,1,1630202,Payton Pritchard
